,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,9.970902465283871e-05,13.0,0.0,0,300,0
1,1,0.011589874979108572,15.0,2.0,0,300,0
2,2,0.011631209054030478,17.0,4.0,0,300,0
3,3,0.011667166952975094,19.0,6.0,0,300,0
4,4,0.011690041981637478,19.0,7.0,0,300,0
5,5,0.011718917055986822,19.0,8.0,0,300,0
6,6,0.01174212503246963,19.0,9.0,0,300,0
7,7,0.011765209026634693,19.0,10.0,0,300,0
8,8,0.011788374977186322,19.0,11.0,0,300,0
9,9,0.011814750032499433,19.0,12.0,0,300,0
10,10,0.012061459012329578,19.0,13.0,0,300,0
11,11,0.012105333968065679,21.0,15.0,0,300,0
12,12,0.012134584016166627,21.0,16.0,0,300,0
13,13,0.012163624982349575,21.0,17.0,0,300,0
14,14,0.01218983402941376,21.0,18.0,0,300,0
15,15,0.01221466704737395,21.0,19.0,0,300,0
16,16,0.012239209027029574,21.0,20.0,0,300,0
17,17,0.012267124955542386,21.0,21.0,0,300,0
18,18,0.012296249973587692,21.0,22.0,0,300,0
19,19,0.012322625028900802,21.0,23.0,0,300,0
20,20,0.012348624994046986,21.0,24.0,0,300,0
21,21,0.01237466698512435,21.0,25.0,0,300,0
22,22,0.012403166969306767,21.0,26.0,0,300,0
23,23,0.012429708964191377,21.0,27.0,0,300,0
24,24,0.012456292053684592,21.0,28.0,0,300,0
25,25,0.012485541985370219,21.0,29.0,0,300,0
26,26,0.012513334047980607,21.0,30.0,0,300,0
27,27,0.01254083402454853,21.0,31.0,0,300,0
28,28,0.01256850000936538,21.0,32.0,0,300,0
29,29,0.012596333981491625,21.0,33.0,0,300,0
30,30,0.0126245419960469,21.0,34.0,0,300,0
31,31,0.012652750010602176,21.0,35.0,0,300,0
32,32,0.012681083986535668,21.0,36.0,0,300,0
33,33,0.012711083982139826,21.0,37.0,0,300,0
34,34,0.012752542039379478,23.0,39.0,0,300,0
35,35,0.012784083955921233,23.0,40.0,0,300,0
36,36,0.012814166955649853,23.0,41.0,0,300,0
37,37,0.012843917007558048,23.0,42.0,0,300,0
38,38,0.012873833999037743,23.0,43.0,0,300,0
39,39,0.012903584050945938,23.0,44.0,0,300,0
40,40,0.01293387496843934,23.0,45.0,0,300,0
41,41,0.012964916997589171,23.0,46.0,0,300,0
42,42,0.01299583399668336,23.0,47.0,0,300,0
43,43,0.01302812504582107,23.0,48.0,0,300,0
44,44,0.013060375000350177,23.0,49.0,0,300,0
45,45,0.013093834044411778,23.0,50.0,0,300,0
46,46,0.013127541984431446,23.0,51.0,0,300,0
47,47,0.01315949996933341,23.0,52.0,0,300,0
48,48,0.013191916979849339,23.0,53.0,0,300,0
49,49,0.013227166957221925,23.0,54.0,0,300,0
50,50,0.013260834035463631,23.0,55.0,0,300,0
51,51,0.013293875032104552,23.0,56.0,0,300,0
52,52,0.01332704199012369,23.0,57.0,0,300,0
53,53,0.013362167053855956,23.0,58.0,0,300,0
54,54,0.01339804194867611,23.0,59.0,0,300,0
55,55,0.013432499952614307,23.0,60.0,0,300,0
56,56,0.01346670906059444,23.0,61.0,0,300,0
57,57,0.013501125038601458,23.0,62.0,0,300,0
58,58,0.013536375015974045,23.0,63.0,0,300,0
59,59,0.013572167023085058,23.0,64.0,0,300,0
60,60,0.013607250060886145,23.0,65.0,0,300,0
61,61,0.013642583973705769,23.0,66.0,0,300,0
62,62,0.013678209041245282,23.0,67.0,0,300,0
63,63,0.013727750047110021,24.0,69.0,0,300,0
64,64,0.013765292009338737,24.0,70.0,0,300,0
65,65,0.013803416979499161,24.0,71.0,0,300,0
66,66,0.013840000028721988,24.0,72.0,0,300,0
67,67,0.013877167017199099,24.0,73.0,0,300,0
68,68,0.013914249953813851,24.0,74.0,0,300,0
69,69,0.01395187503658235,24.0,75.0,0,300,0
70,70,0.013989250059239566,24.0,76.0,0,300,0
71,71,0.014026792021468282,24.0,77.0,0,300,0
72,72,0.014064499991945922,24.0,78.0,0,300,0
73,73,0.014102334040217102,24.0,79.0,0,300,0
74,74,0.014140459010377526,24.0,80.0,0,300,0
75,75,0.01417900004889816,24.0,81.0,0,300,0
76,76,0.01421749999281019,24.0,82.0,0,300,0
77,77,0.014259084011428058,24.0,83.0,0,300,0
78,78,0.014298500027507544,24.0,84.0,0,300,0
79,79,0.014338167035020888,24.0,85.0,0,300,0
80,80,0.014377917046658695,24.0,86.0,0,300,0
81,81,0.014418167062103748,24.0,87.0,0,300,0
82,82,0.01445841696113348,24.0,88.0,0,300,0
83,83,0.01451283402275294,24.0,89.0,0,300,0
84,84,0.01455487497150898,24.0,90.0,0,300,0
85,85,0.014608249999582767,26.0,92.0,0,300,0
86,86,0.014649166958406568,26.0,93.0,0,300,0
87,87,0.014690291951410472,26.0,94.0,0,300,0
88,88,0.014891042024828494,26.0,95.0,0,300,0
89,89,0.014960166998207569,26.0,96.0,0,300,0
90,90,0.01500629202928394,26.0,97.0,0,300,0
91,91,0.015050249989144504,26.0,98.0,0,300,0
92,92,0.01509379199706018,26.0,99.0,0,300,0
93,93,0.015147167025133967,26.0,100.0,0,300,0
94,94,0.015191375045105815,26.0,101.0,0,300,0
95,95,0.015234834048897028,26.0,102.0,0,300,0
96,96,0.015278459060937166,26.0,103.0,0,300,0
97,97,0.015323208994232118,26.0,104.0,0,300,0
98,98,0.015370541950687766,26.0,105.0,0,300,0
99,99,0.015415666974149644,26.0,106.0,0,300,0
100,100,0.01546054205391556,26.0,107.0,0,300,0
101,101,0.015505834016948938,26.0,108.0,0,300,0
102,102,0.015551625052466989,26.0,109.0,0,300,0
103,103,0.01559733401518315,26.0,110.0,0,300,0
104,104,0.015642917016521096,26.0,111.0,0,300,0
105,105,0.01568929199129343,26.0,112.0,0,300,0
106,106,0.015735625056549907,26.0,113.0,0,300,0
107,107,0.01578200003132224,26.0,114.0,0,300,0
108,108,0.015828292001970112,26.0,115.0,0,300,0
109,109,0.015878750011324883,26.0,116.0,0,300,0
110,110,0.015926584019325674,26.0,117.0,0,300,0
111,111,0.015974084031768143,26.0,118.0,0,300,0
112,112,0.01602116704452783,26.0,119.0,0,300,0
113,113,0.016069249948486686,26.0,120.0,0,300,0
114,114,0.01611729199066758,26.0,121.0,0,300,0
115,115,0.016165834036655724,26.0,122.0,0,300,0
116,116,0.016214334056712687,26.0,123.0,0,300,0
117,117,0.01626279205083847,26.0,124.0,0,300,0
118,118,0.01631162501871586,26.0,125.0,0,300,0
119,119,0.016361459041945636,26.0,126.0,0,300,0
120,120,0.016411875025369227,26.0,127.0,0,300,0
121,121,0.01646266703028232,26.0,128.0,0,300,0
122,122,0.016512042027898133,26.0,129.0,0,300,0
123,123,0.01656300004106015,26.0,130.0,0,300,0
124,124,0.016614124993793666,26.0,131.0,0,300,0
125,125,0.016665374976582825,26.0,132.0,0,300,0
126,126,0.016716500045731664,26.0,133.0,0,300,0
127,127,0.016768167028203607,26.0,134.0,0,300,0
