,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0018005829770117998,53.0,0.0,0,300,0
1,1,0.024463749956339598,53.0,1.0,0,300,0
2,2,0.025327375042252243,53.0,2.0,0,300,0
3,3,0.02994645806029439,52.0,4.0,0,300,0
4,4,0.033713625045493245,52.0,5.0,0,300,0
5,5,0.035978375002741814,51.0,7.0,0,300,0
6,6,0.0376949580386281,50.0,9.0,0,300,0
7,7,0.038536707987077534,50.0,10.0,0,300,0
8,8,0.04018604103475809,49.0,12.0,0,300,0
9,9,0.04102316603530198,49.0,13.0,0,300,0
10,10,0.04186162503901869,49.0,14.0,0,300,0
11,11,0.04350816598162055,47.0,16.0,0,300,0
12,12,0.044348750030621886,47.0,17.0,0,300,0
13,13,0.045189041062258184,47.0,18.0,0,300,0
14,14,0.04605337500106543,47.0,19.0,0,300,0
15,15,0.046891666017472744,47.0,20.0,0,300,0
16,16,0.04774333303794265,47.0,21.0,0,300,0
17,17,0.04858245805371553,47.0,22.0,0,300,0
18,18,0.049417832982726395,47.0,23.0,0,300,0
19,19,0.050252333050593734,47.0,24.0,0,300,0
20,20,0.051897000055760145,46.0,26.0,0,300,0
21,21,0.05354091606568545,42.0,28.0,0,300,0
22,22,0.05437124997843057,42.0,29.0,0,300,0
23,23,0.05602537503000349,39.0,31.0,0,300,0
24,24,0.056865541031584144,39.0,32.0,0,300,0
25,25,0.0585164160002023,36.0,34.0,0,300,0
26,26,0.060156375053338706,35.0,36.0,0,300,0
27,27,0.06099237501621246,35.0,37.0,0,300,0
28,28,0.06263645796570927,34.0,39.0,0,300,0
29,29,0.06526458298321813,31.0,41.0,0,300,0
30,30,0.0680393329821527,31.0,42.0,0,300,0
31,31,0.07248879096005112,31.0,43.0,0,300,0
32,32,0.07538629102054983,31.0,44.0,0,300,0
33,33,0.07666529098059982,31.0,45.0,0,300,0
34,34,0.07755483302753419,31.0,46.0,0,300,0
35,35,0.07840566604863852,31.0,47.0,0,300,0
36,36,0.07925516599789262,31.0,48.0,0,300,0
37,37,0.0801007499685511,31.0,49.0,0,300,0
38,38,0.08094291598536074,31.0,50.0,0,300,0
39,39,0.08178274997044355,31.0,51.0,0,300,0
40,40,0.0826292079873383,31.0,52.0,0,300,0
41,41,0.08428295806515962,30.0,54.0,0,300,0
42,42,0.0851255829911679,30.0,55.0,0,300,0
43,43,0.08596924995072186,30.0,56.0,0,300,0
44,44,0.08681191597133875,30.0,57.0,0,300,0
45,45,0.08765662496443838,30.0,58.0,0,300,0
46,46,0.08850075001828372,30.0,59.0,0,300,0
47,47,0.08934758300893009,30.0,60.0,0,300,0
48,48,0.09018770803231746,30.0,61.0,0,300,0
49,49,0.09103195799980313,30.0,62.0,0,300,0
50,50,0.09187712497077882,30.0,63.0,0,300,0
51,51,0.09272379102185369,30.0,64.0,0,300,0
52,52,0.09356654097791761,30.0,65.0,0,300,0
53,53,0.09441158303525299,30.0,66.0,0,300,0
54,54,0.09525979100726545,30.0,67.0,0,300,0
55,55,0.09610779106151313,30.0,68.0,0,300,0
56,56,0.09696079103741795,30.0,69.0,0,300,0
57,57,0.0978087909752503,30.0,70.0,0,300,0
58,58,0.09947050001937896,29.0,72.0,0,300,0
59,59,0.10115041595418006,28.0,74.0,0,300,0
