,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0011165409814566374,21.0,0.0,0,300,0
1,1,0.042619624990038574,19.0,2.0,0,300,0
2,2,0.043051916058175266,19.0,3.0,0,300,0
3,3,0.0438802910503,18.0,5.0,0,300,0
4,4,0.04430208308622241,18.0,6.0,0,300,0
5,5,0.04512625001370907,17.0,8.0,0,300,0
6,6,0.045544541091658175,17.0,9.0,0,300,0
7,7,0.04596187500283122,17.0,10.0,0,300,0
8,8,0.046378750004805624,17.0,11.0,0,300,0
9,9,0.046796082984656096,17.0,12.0,0,300,0
10,10,0.04761820798739791,15.0,14.0,0,300,0
11,11,0.04803499998524785,15.0,15.0,0,300,0
12,12,0.048454875010065734,15.0,16.0,0,300,0
13,13,0.04887454106938094,15.0,17.0,0,300,0
14,14,0.04969600006006658,11.0,19.0,0,300,0
15,15,0.050121791078709066,11.0,20.0,0,300,0
16,16,0.05054587498307228,11.0,21.0,0,300,0
17,17,0.05096587503794581,11.0,22.0,0,300,0
18,18,0.05149737501051277,11.0,23.0,0,300,0
19,19,0.05198187509085983,11.0,24.0,0,300,0
20,20,0.052416958031244576,11.0,25.0,0,300,0
21,21,0.0528446250827983,11.0,26.0,0,300,0
22,22,0.053268083021976054,11.0,27.0,0,300,0
23,23,0.0536880410509184,11.0,28.0,0,300,0
24,24,0.05410908302292228,11.0,29.0,0,300,0
25,25,0.05453016608953476,11.0,30.0,0,300,0
26,26,0.05534800002351403,10.0,32.0,0,300,0
27,27,0.05577166599687189,10.0,33.0,0,300,0
28,28,0.05619129107799381,10.0,34.0,0,300,0
29,29,0.05661141604650766,10.0,35.0,0,300,0
30,30,0.057035583071410656,10.0,36.0,0,300,0
31,31,0.05813800008036196,10.0,37.0,0,300,0
32,32,0.05975962500087917,10.0,38.0,0,300,0
33,33,0.06114533299114555,10.0,39.0,0,300,0
34,34,0.06555587507318705,9.0,41.0,0,300,0
35,35,0.06600200000684708,9.0,42.0,0,300,0
36,36,0.06643533299211413,9.0,43.0,0,300,0
37,37,0.06687054107896984,9.0,44.0,0,300,0
38,38,0.0672982910182327,9.0,45.0,0,300,0
39,39,0.06772966601420194,9.0,46.0,0,300,0
40,40,0.0681566660059616,9.0,47.0,0,300,0
41,41,0.06858212500810623,9.0,48.0,0,300,0
42,42,0.06900983303785324,9.0,49.0,0,300,0
43,43,0.06943658308591694,9.0,50.0,0,300,0
44,44,0.06986187503207475,9.0,51.0,0,300,0
45,45,0.07028845802415162,9.0,52.0,0,300,0
46,46,0.07071724999696016,9.0,53.0,0,300,0
47,47,0.07114208303391933,9.0,54.0,0,300,0
48,48,0.07156662503257394,9.0,55.0,0,300,0
49,49,0.07199133303947747,9.0,56.0,0,300,0
50,50,0.07241670798975974,9.0,57.0,0,300,0
51,51,0.07284187502227724,9.0,58.0,0,300,0
52,52,0.07326891599223018,9.0,59.0,0,300,0
53,53,0.07409520808141679,8.0,61.0,0,300,0
54,54,0.07452100003138185,8.0,62.0,0,300,0
55,55,0.0749493750045076,8.0,63.0,0,300,0
56,56,0.0757733330829069,6.0,65.0,0,300,0
57,57,0.07655566604807973,6.0,66.0,0,300,0
58,58,0.07795270800124854,6.0,67.0,0,300,0
59,59,0.07960404106415808,6.0,68.0,0,300,0
60,60,0.08106950006913394,6.0,69.0,0,300,0
61,61,0.08239125006366521,6.0,70.0,0,300,0
62,62,0.08391404105350375,6.0,71.0,0,300,0
63,63,0.08596579101867974,6.0,72.0,0,300,0
64,64,0.08796087501104921,6.0,73.0,0,300,0
65,65,0.08844391605816782,6.0,74.0,0,300,0
66,66,0.08888950000982732,6.0,75.0,0,300,0
67,67,0.08932841604109854,6.0,76.0,0,300,0
68,68,0.08976237499155104,6.0,77.0,0,300,0
69,69,0.09019533300306648,6.0,78.0,0,300,0
70,70,0.090626958059147,6.0,79.0,0,300,0
71,71,0.09105895808897913,6.0,80.0,0,300,0
72,72,0.09149075008463115,6.0,81.0,0,300,0
73,73,0.0919222499942407,6.0,82.0,0,300,0
74,74,0.0923527079867199,6.0,83.0,0,300,0
75,75,0.09278308309148997,6.0,84.0,0,300,0
76,76,0.09321441606152803,6.0,85.0,0,300,0
77,77,0.0936517909867689,6.0,86.0,0,300,0
78,78,0.09408370801247656,6.0,87.0,0,300,0
79,79,0.09451500000432134,6.0,88.0,0,300,0
80,80,0.09494720806833357,6.0,89.0,0,300,0
81,81,0.09537774999625981,6.0,90.0,0,300,0
82,82,0.09581045806407928,6.0,91.0,0,300,0
83,83,0.09624341607559472,6.0,92.0,0,300,0
84,84,0.09667566604912281,6.0,93.0,0,300,0
85,85,0.09710933302994817,6.0,94.0,0,300,0
86,86,0.09754283307120204,6.0,95.0,0,300,0
87,87,0.09798033302649856,6.0,96.0,0,300,0
88,88,0.09841291606426239,6.0,97.0,0,300,0
89,89,0.09884604101534933,6.0,98.0,0,300,0
90,90,0.09927995805628598,6.0,99.0,0,300,0
