,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,4.0,50,0.0009459580760449171,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",True,50,0.1,300
1,300,10.0,2755,0.25486316706519574,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.1,300
2,0,4.0,50,0.0007744580507278442,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",True,50,0.2,300
3,300,10.0,2652,0.16149816603865474,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.2,300
4,0,4.0,50,0.0008235829882323742,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",True,50,0.4,300
5,300,10.0,2807,0.3188439580844715,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.4,300
6,0,4.0,50,0.0019401670433580875,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",True,50,0.5,300
7,300,10.0,2858,0.1564427079865709,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.5,300
8,0,4.0,50,0.0007647499442100525,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",True,50,0.7,300
9,300,10.0,2859,0.22153145796619356,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.7,300
