Gamma,Iteration,Mean V,Difference,Times,Total Time,Total Iter,Changes,States
0.9,37,-4.021005028434027,0.011264199772469397,0.024790048599243164,0.0281219482421875,39,0,20
0.9,38,-4.026924527523949,0.010137779538207603,0.02498602867126465,0.0281219482421875,39,0,20
0.9,39,-4.032153123438672,0.009124001407826654,0.028085947036743164,0.0281219482421875,39,0,20
0.95,1,-0.45708333333333334,6.333333333333333,0.0003058910369873047,0.04892587661743164,47,0,20
0.95,2,-0.8588541666666665,3.8527777777777765,0.0037097930908203125,0.04892587661743164,47,0,20
0.95,3,-1.2414974537037033,1.8049999999999997,0.0040130615234375,0.04892587661743164,47,0,20
0.95,4,-1.6037913155864194,1.6512407407407395,0.004436969757080078,0.04892587661743164,47,0,20
0.95,5,-1.9474886519740218,1.1010917824074065,0.004645824432373047,0.04892587661743164,47,0,20
0.95,6,-2.2725681938802076,0.8815158691272282,0.004843950271606445,0.04892587661743164,47,0,20
0.95,7,-2.5802891881718493,0.7345877123735427,0.005684852600097656,0.04892587661743164,47,0,20
0.95,8,-2.8709249890192168,0.5578396233542664,0.0061130523681640625,0.04892587661743164,47,0,20
0.95,9,-3.14554967641166,0.496141276663872,0.006331920623779297,0.04892587661743164,47,0,20
0.95,10,-3.4045635294975494,0.3977576187150016,0.006531953811645508,0.04892587661743164,47,0,20
0.95,11,-3.648936412391889,0.3608570738128485,0.006733894348144531,0.04892587661743164,47,0,20
0.95,12,-3.879158141499888,0.3011576975892325,0.007002830505371094,0.04892587661743164,47,0,20
0.95,13,-4.09610080898575,0.270180043831318,0.00721287727355957,0.04892587661743164,47,0,20
0.95,14,-4.292242160348322,0.25667104163975285,0.007409811019897461,0.04892587661743164,47,0,20
0.95,15,-4.460655961768367,0.24383748955776507,0.007617950439453125,0.04892587661743164,47,0,20
0.95,16,-4.603422996982266,0.23164561507987624,0.007814884185791016,0.04892587661743164,47,0,20
0.95,17,-4.723165294666554,0.2200633343258822,0.008217096328735352,0.04892587661743164,47,0,20
0.95,18,-4.822694535998778,0.209027695925867,0.030339956283569336,0.04892587661743164,47,0,20
0.95,19,-4.904770771934737,0.19791964736822543,0.030844926834106445,0.04892587661743164,47,0,20
0.95,20,-4.971925734386698,0.1851557978864049,0.031230926513671875,0.04892587661743164,47,0,20
0.95,21,-5.026466248988308,0.17103619136056558,0.03145289421081543,0.04892587661743164,47,0,20
0.95,22,-5.070410085724922,0.15563915405122497,0.03166484832763672,0.04892587661743164,47,0,20
0.95,23,-5.105552214628619,0.13909056167116063,0.03186202049255371,0.04892587661743164,47,0,20
0.95,24,-5.133400447962,0.12271738366463669,0.03206181526184082,0.04892587661743164,47,0,20
0.95,25,-5.155267959055469,0.10629088750141857,0.03226113319396973,0.04892587661743164,47,0,20
0.95,26,-5.172234478449567,0.09127805892334973,0.03249406814575195,0.04892587661743164,47,0,20
0.95,27,-5.1852255042805675,0.07726420449608362,0.03290700912475586,0.04892587661743164,47,0,20
0.95,28,-5.195001539672636,0.06534353816545124,0.03311896324157715,0.04892587661743164,47,0,20
0.95,29,-5.202215632093462,0.05597700996977295,0.03332090377807617,0.04892587661743164,47,0,20
0.95,30,-5.207384546360207,0.047558987260674535,0.03354191780090332,0.04892587661743164,47,0,20
0.95,31,-5.210944711204872,0.03973955591188183,0.03723907470703125,0.04892587661743164,47,0,20
0.95,32,-5.213246407583902,0.033693493606903324,0.0375518798828125,0.04892587661743164,47,0,20
0.95,33,-5.214558365865185,0.03126166501419192,0.03858304023742676,0.04892587661743164,47,0,20
0.95,34,-5.215103736075515,0.02853585260887126,0.039652109146118164,0.04892587661743164,47,0,20
0.95,35,-5.215060987515829,0.026311449635292306,0.039968013763427734,0.04892587661743164,47,0,20
0.95,36,-5.214581933171275,0.024070295007528664,0.04023289680480957,0.04892587661743164,47,0,20
0.95,37,-5.213784510594393,0.022275980926762973,0.040796756744384766,0.04892587661743164,47,0,20
0.95,38,-5.212762908532437,0.020338444480391793,0.04126691818237305,0.04892587661743164,47,0,20
0.95,39,-5.211586056762307,0.018860250591819394,0.04163980484008789,0.04892587661743164,47,0,20
0.95,40,-5.210313051135058,0.017254705297615303,0.0422971248626709,0.04892587661743164,47,0,20
0.95,41,-5.208986459745277,0.01609219312899768,0.04531979560852051,0.04892587661743164,47,0,20
0.95,42,-5.20764258651853,0.014844580278945863,0.0459599494934082,0.04892587661743164,47,0,20
0.95,43,-5.2063079661518366,0.013626092170811788,0.046463966369628906,0.04892587661743164,47,0,20
0.95,44,-5.205003052743198,0.01268558124826491,0.04674983024597168,0.04892587661743164,47,0,20
0.95,45,-5.20374211813473,0.011522095091390128,0.04756593704223633,0.04892587661743164,47,0,20
0.95,46,-5.202535479309997,0.010754280093667745,0.04798483848571777,0.04892587661743164,47,0,20
0.95,47,-5.201389576714453,0.009868303096704167,0.048764944076538086,0.04892587661743164,47,0,20
0.99,1,-0.45708333333333334,6.333333333333333,0.0002849102020263672,0.09365987777709961,85,0,20
0.99,2,-0.8757708333333332,4.014999999999999,0.0005118846893310547,0.09365987777709961,85,0,20
0.99,3,-1.2913150833333333,1.9602000000000004,0.0007269382476806641,0.09365987777709961,85,0,20
0.99,4,-1.7013263058333334,1.8687239999999994,0.0011761188507080078,0.09365987777709961,85,0,20
0.99,5,-2.106669162295833,1.2985834949999993,0.002363920211791992,0.09365987777709961,85,0,20
0.99,6,-2.5061974975087082,1.083398129549999,0.002788066864013672,0.09365987777709961,85,0,20
0.99,7,-2.9003158538317457,0.9408344154164991,0.003020048141479492,0.09365987777709961,85,0,20
0.99,8,-3.288225192694639,0.7445441988081898,0.003216981887817383,0.09365987777709961,85,0,20
0.99,9,-3.670197862360417,0.6900778286835836,0.0034220218658447266,0.09365987777709961,85,0,20
0.99,10,-4.045626412518905,0.5765311944884601,0.0036139488220214844,0.09365987777709961,85,0,20
0.99,11,-4.39905623388619,0.5450685398024806,0.00380706787109375,0.09365987777709961,85,0,20
0.99,12,-4.715531494527353,0.47404705251887247,0.004003047943115234,0.09365987777709961,85,0,20
0.99,13,-4.995457347506223,0.443192435858065,0.004271030426025391,0.09365987777709961,85,0,20
0.99,14,-5.240238539466031,0.4387605114994839,0.00451207160949707,0.09365987777709961,85,0,20
0.99,15,-5.452547002717942,0.434372906384489,0.018545866012573242,0.09365987777709961,85,0,20
0.99,16,-5.635047846926866,0.4296662815234953,0.018841028213500977,0.09365987777709961,85,0,20
0.99,17,-5.79079548246135,0.4179114174855876,0.019125938415527344,0.09365987777709961,85,0,20
0.99,18,-5.92271846070184,0.40420476891689816,0.01932811737060547,0.09365987777709961,85,0,20
0.99,19,-6.033632625765993,0.3821475622340138,0.019528865814208984,0.09365987777709961,85,0,20
0.99,20,-6.126214777517191,0.3575914972495724,0.019726037979125977,0.09365987777709961,85,0,20
0.99,21,-6.202845142701083,0.3280498092142068,0.01997685432434082,0.09365987777709961,85,0,20
0.99,22,-6.265733146819834,0.29742708603649426,0.020272016525268555,0.09365987777709961,85,0,20
0.99,23,-6.316796013427529,0.2656310381278395,0.02046489715576172,0.09365987777709961,85,0,20
0.99,24,-6.35780910865867,0.23670267612128626,0.020879030227661133,0.09365987777709961,85,0,20
0.99,25,-6.39024562466692,0.21098262557642755,0.02108907699584961,0.09365987777709961,85,0,20
0.99,26,-6.415388968173858,0.18827598764035258,0.025695085525512695,0.09365987777709961,85,0,20
0.99,27,-6.434372943929086,0.16579856385198788,0.025960922241210938,0.09365987777709961,85,0,20
0.99,28,-6.448120041260243,0.14674150825347176,0.02617812156677246,0.09365987777709961,85,0,20
0.99,29,-6.457548074982101,0.14244030475271918,0.02796483039855957,0.09365987777709961,85,0,20
0.99,30,-6.463327658881699,0.13291606957409519,0.02834606170654297,0.09365987777709961,85,0,20
0.99,31,-6.466155244964835,0.12989938186756733,0.02892279624938965,0.09365987777709961,85,0,20
0.99,32,-6.46651036958507,0.12287793382550039,0.029556989669799805,0.09365987777709961,85,0,20
0.99,33,-6.464895768192822,0.119069123745557,0.03239917755126953,0.09365987777709961,85,0,20
0.99,34,-6.461669803811228,0.11289018142614893,0.033354997634887695,0.09365987777709961,85,0,20
0.99,35,-6.457203524993136,0.10891985218003519,0.03574705123901367,0.09365987777709961,85,0,20
0.99,36,-6.451739816182607,0.10388017147850448,0.035964012145996094,0.09365987777709961,85,0,20
0.99,37,-6.445494285731088,0.10058191908896852,0.03616523742675781,0.09365987777709961,85,0,20
0.99,38,-6.438649211873744,0.09536043756908708,0.03636598587036133,0.09365987777709961,85,0,20
0.99,39,-6.431388194215215,0.092634484760171,0.03685402870178223,0.09365987777709961,85,0,20
0.99,40,-6.423820743014794,0.0881625441362246,0.03747892379760742,0.09365987777709961,85,0,20
0.99,41,-6.416017378637713,0.08587823629051083,0.03800511360168457,0.09365987777709961,85,0,20
0.99,42,-6.408080776428737,0.08248255441064423,0.041371822357177734,0.09365987777709961,85,0,20
0.99,43,-6.400063922733539,0.07896948560225159,0.04197883605957031,0.09365987777709961,85,0,20
0.99,44,-6.392043611977162,0.07656612740062929,0.04232001304626465,0.09365987777709961,85,0,20
0.99,45,-6.3840734694384915,0.0721523991799069,0.0428159236907959,0.09365987777709961,85,0,20
0.99,46,-6.376181858823632,0.07048177089972718,0.043723106384277344,0.09365987777709961,85,0,20
0.99,47,-6.36840455575157,0.06638582985631203,0.044016122817993164,0.09365987777709961,85,0,20
0.99,48,-6.360779136952742,0.06445587024763366,0.04421877861022949,0.09365987777709961,85,0,20
0.99,49,-6.3533355063277055,0.06149435207735365,0.044415950775146484,0.09365987777709961,85,0,20
0.99,50,-6.346087918922259,0.058638684007853215,0.04562091827392578,0.09365987777709961,85,0,20
0.99,51,-6.339053432260227,0.05652940570866871,0.04898715019226074,0.09365987777709961,85,0,20
0.99,52,-6.332243185045454,0.05329429473823666,0.04967904090881348,0.09365987777709961,85,0,20
0.99,53,-6.325659399585986,0.051605308220548984,0.04997396469116211,0.09365987777709961,85,0,20
0.99,54,-6.319307957578075,0.04857204813979443,0.05027890205383301,0.09365987777709961,85,0,20
0.99,55,-6.313192750535489,0.046864202844876246,0.050518035888671875,0.09365987777709961,85,0,20
0.99,56,-6.307312905676411,0.044403885321774084,0.05111289024353027,0.09365987777709961,85,0,20
0.99,57,-6.301670292704281,0.04238557660845732,0.05218005180358887,0.09365987777709961,85,0,20
0.99,58,-6.296263476623156,0.040515971896773806,0.052642107009887695,0.09365987777709961,85,0,20
0.99,59,-6.291091835054824,0.038283453571314574,0.05285310745239258,0.09365987777709961,85,0,20
0.99,60,-6.286151852035769,0.03676669513637876,0.05327582359313965,0.09365987777709961,85,0,20
0.99,61,-6.281440347625042,0.03476611552341957,0.057502031326293945,0.09365987777709961,85,0,20
0.99,62,-6.276947504799166,0.033221950679888756,0.05835223197937012,0.09365987777709961,85,0,20
0.99,63,-6.272662243756456,0.031631678238051464,0.059876203536987305,0.09365987777709961,85,0,20
0.99,64,-6.268578241030341,0.029934532944064784,0.06047320365905762,0.09365987777709961,85,0,20
0.99,65,-6.264682458010227,0.02863299025489141,0.06107902526855469,0.09365987777709961,85,0,20
0.99,66,-6.260959746283065,0.027284554916576553,0.06330299377441406,0.09365987777709961,85,0,20
0.99,67,-6.257409790687909,0.02588206250236169,0.09089899063110352,0.09365987777709961,85,0,20
0.99,68,-6.254029934068883,0.02473834063898117,0.09110093116760254,0.09365987777709961,85,0,20
0.99,69,-6.250818551959953,0.023421955562577423,0.0912470817565918,0.09365987777709961,85,0,20
0.99,70,-6.247768777112131,0.02233523497435641,0.09139299392700195,0.09365987777709961,85,0,20
0.99,71,-6.244874826829044,0.021117534814374395,0.09154796600341797,0.09365987777709961,85,0,20
0.99,72,-6.24213050742454,0.02010150324001181,0.09169697761535645,0.09365987777709961,85,0,20
0.99,73,-6.239529946086507,0.018986598780070807,0.09183216094970703,0.09365987777709961,85,0,20
0.99,74,-6.237066378253616,0.018047459639623398,0.09197592735290527,0.09365987777709961,85,0,20
0.99,75,-6.234733198458523,0.01703413569711465,0.09212112426757812,0.09365987777709961,85,0,20
0.99,76,-6.2325225431994635,0.0161732807824162,0.09225797653198242,0.09365987777709961,85,0,20
0.99,77,-6.230429323647441,0.01525718837307899,0.09239912033081055,0.09365987777709961,85,0,20
0.99,78,-6.228447878208626,0.014472911583519377,0.09254097938537598,0.09365987777709961,85,0,20
0.99,79,-6.226572376669635,0.01364795989032963,0.09268879890441895,0.09365987777709961,85,0,20
0.99,80,-6.224795307192885,0.01293670536256819,0.0928199291229248,0.09365987777709961,85,0,20
0.99,81,-6.223112165766395,0.012195987065618752,0.09300994873046875,0.09365987777709961,85,0,20
0.99,82,-6.221518552891232,0.011553195652094672,0.09321904182434082,0.09365987777709961,85,0,20
0.99,83,-6.220010484379961,0.010889571248673846,0.09336090087890625,0.09365987777709961,85,0,20
0.99,84,-6.218583955724614,0.01031022379441815,0.09349989891052246,0.09365987777709961,85,0,20
0.99,85,-6.217235260487001,0.009716672004547178,0.0936269760131836,0.09365987777709961,85,0,20
