,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,61.0,50,0.05134333297610283,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.05,300
1,300,13.0,5985,6.158665499999188,"[27, 46, 16, 10, 22, 41, 31, 1, 28, 20, 49, 43, 9, 40, 42, 20, 6, 2, 47, 36, 44, 30, 26, 19, 0, 32, 15, 13, 30, 41, 3, 18, 30, 17, 5, 43, 35, 6, 38, 13, 4, 4, 25, 45, 24, 48, 37, 39, 21, 7]",50,0.05,300
2,0,61.0,50,0.04784558294340968,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.1,300
3,300,6.0,15372,15.302913832943887,"[34, 24, 6, 18, 37, 31, 9, 0, 40, 4, 30, 43, 47, 10, 5, 7, 21, 13, 42, 19, 48, 11, 23, 1, 33, 44, 20, 29, 0, 45, 47, 2, 39, 14, 32, 15, 49, 16, 26, 45, 3, 17, 28, 12, 8, 27, 35, 15, 25, 46]",50,0.1,300
4,0,61.0,50,0.0468098329147324,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.2,300
5,300,8.0,11189,11.71327312500216,"[34, 48, 9, 35, 49, 24, 20, 36, 5, 7, 46, 21, 10, 2, 38, 6, 2, 30, 45, 22, 13, 33, 3, 19, 4, 42, 25, 47, 41, 2, 0, 8, 27, 44, 12, 40, 45, 43, 26, 1, 39, 31, 29, 14, 18, 37, 12, 23, 12, 16]",50,0.2,300
6,0,61.0,50,0.04493025003466755,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.4,300
7,300,5.0,9967,11.008443834027275,"[34, 11, 5, 15, 37, 3, 23, 47, 45, 27, 21, 34, 36, 33, 36, 17, 6, 18, 2, 32, 13, 35, 16, 48, 0, 14, 4, 43, 34, 8, 38, 46, 41, 30, 29, 20, 7, 28, 38, 25, 44, 1, 19, 24, 49, 12, 26, 22, 40, 10]",50,0.4,300
8,0,61.0,50,0.05117433308623731,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.6,300
9,300,4.0,10275,11.780392750049941,"[41, 19, 23, 9, 39, 25, 31, 15, 0, 48, 29, 38, 26, 4, 18, 11, 17, 14, 40, 49, 1, 44, 5, 47, 27, 10, 37, 2, 33, 42, 45, 24, 21, 3, 8, 12, 36, 46, 28, 17, 34, 7, 22, 45, 6, 1, 13, 35, 32, 47]",50,0.6,300
10,0,61.0,50,0.04413475003093481,"[26, 41, 16, 4, 42, 12, 15, 25, 14, 27, 25, 11, 6, 42, 1, 7, 27, 9, 15, 1, 46, 23, 21, 24, 7, 22, 13, 16, 42, 6, 35, 31, 32, 45, 45, 20, 21, 0, 3, 31, 3, 33, 8, 0, 26, 6, 14, 35, 12, 4]",50,0.8,300
11,300,4.0,12216,10.958216083003208,"[6, 48, 37, 42, 32, 10, 29, 26, 21, 19, 46, 3, 20, 44, 7, 27, 6, 2, 36, 49, 11, 30, 16, 4, 24, 1, 15, 28, 35, 17, 0, 33, 43, 47, 6, 34, 23, 41, 12, 5, 22, 24, 10, 38, 40, 31, 25, 14, 45, 9]",50,0.8,300
