,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0004801249597221613,7.0,0.0,0,300,0
1,1,0.01788237493019551,7.0,1.0,0,300,0
2,2,0.018237708951346576,7.0,2.0,0,300,0
3,3,0.018668333999812603,6.0,4.0,0,300,0
4,4,0.01886412489693612,6.0,5.0,0,300,0
5,5,0.019225124968215823,5.0,7.0,0,300,0
6,6,0.019412249908782542,5.0,8.0,0,300,0
7,7,0.01976900000590831,4.0,10.0,0,300,0
8,8,0.01995554193854332,4.0,11.0,0,300,0
9,9,0.020150041906163096,4.0,12.0,0,300,0
10,10,0.02033666695933789,4.0,13.0,0,300,0
11,11,0.020522666978649795,4.0,14.0,0,300,0
12,12,0.02071237494237721,4.0,15.0,0,300,0
13,13,0.02089949999935925,4.0,16.0,0,300,0
14,14,0.02109070890583098,4.0,17.0,0,300,0
15,15,0.02128366695251316,4.0,18.0,0,300,0
16,16,0.021474999957717955,4.0,19.0,0,300,0
17,17,0.02166337496601045,4.0,20.0,0,300,0
18,18,0.022024416946806014,3.0,22.0,0,300,0
19,19,0.022212374955415726,3.0,23.0,0,300,0
20,20,0.022399666951969266,3.0,24.0,0,300,0
21,21,0.022586541948840022,3.0,25.0,0,300,0
22,22,0.022772499942220747,3.0,26.0,0,300,0
23,23,0.022958916961215436,3.0,27.0,0,300,0
24,24,0.023151749977841973,3.0,28.0,0,300,0
25,25,0.023340624989941716,3.0,29.0,0,300,0
26,26,0.023528374964371324,3.0,30.0,0,300,0
27,27,0.023715916904620826,3.0,31.0,0,300,0
28,28,0.02390387491323054,3.0,32.0,0,300,0
29,29,0.024091458995826542,3.0,33.0,0,300,0
30,30,0.024280874989926815,3.0,34.0,0,300,0
31,31,0.024469541967846453,3.0,35.0,0,300,0
32,32,0.024659166927449405,3.0,36.0,0,300,0
33,33,0.024855458992533386,3.0,37.0,0,300,0
34,34,0.025045541930012405,3.0,38.0,0,300,0
35,35,0.025234874919988215,3.0,39.0,0,300,0
36,36,0.025424333987757564,3.0,40.0,0,300,0
37,37,0.02561520889867097,3.0,41.0,0,300,0
38,38,0.025805708952248096,3.0,42.0,0,300,0
39,39,0.02599620900582522,3.0,43.0,0,300,0
40,40,0.02618629194330424,3.0,44.0,0,300,0
41,41,0.02637779200449586,3.0,45.0,0,300,0
42,42,0.026569249923340976,3.0,46.0,0,300,0
43,43,0.026759999920614064,3.0,47.0,0,300,0
44,44,0.026952791959047318,3.0,48.0,0,300,0
45,45,0.027151749935001135,3.0,49.0,0,300,0
46,46,0.027346999966539443,3.0,50.0,0,300,0
47,47,0.027538999915122986,3.0,51.0,0,300,0
48,48,0.027731374953873456,3.0,52.0,0,300,0
49,49,0.027923208894208074,3.0,53.0,0,300,0
50,50,0.02811608393676579,3.0,54.0,0,300,0
51,51,0.028309958986938,3.0,55.0,0,300,0
52,52,0.02850333391688764,3.0,56.0,0,300,0
53,53,0.028699541930109262,3.0,57.0,0,300,0
54,54,0.02889554190915078,3.0,58.0,0,300,0
55,55,0.029092833981849253,3.0,59.0,0,300,0
56,56,0.029288999969139695,3.0,60.0,0,300,0
57,57,0.029485541977919638,3.0,61.0,0,300,0
58,58,0.029680958949029446,3.0,62.0,0,300,0
59,59,0.029877833905629814,3.0,63.0,0,300,0
60,60,0.03007354191504419,3.0,64.0,0,300,0
61,61,0.0302691669203341,3.0,65.0,0,300,0
62,62,0.030464999959804118,3.0,66.0,0,300,0
63,63,0.030661874916404486,3.0,67.0,0,300,0
64,64,0.03086245898157358,3.0,68.0,0,300,0
65,65,0.031061291927471757,3.0,69.0,0,300,0
66,66,0.03125829191412777,3.0,70.0,0,300,0
67,67,0.03145554196089506,3.0,71.0,0,300,0
68,68,0.031658791936933994,3.0,72.0,0,300,0
