,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.05272537504788488,53.0,50.0,True,50,0.1,300
1,1,0.4203791250474751,38.0,102.0,True,50,0.1,300
2,2,0.7885149159701541,38.0,153.0,True,50,0.1,300
3,3,1.3748784159542993,38.0,204.0,True,50,0.1,300
4,4,1.919249500031583,38.0,255.0,True,50,0.1,300
5,5,2.447766665951349,38.0,306.0,True,50,0.1,300
6,6,2.9480082909576595,38.0,357.0,True,50,0.1,300
7,7,3.469075958011672,38.0,408.0,True,50,0.1,300
8,8,3.9957335829967633,38.0,459.0,True,50,0.1,300
9,9,4.502697707968764,38.0,510.0,True,50,0.1,300
10,10,5.003489875001833,38.0,561.0,True,50,0.1,300
11,11,5.6471472079865634,38.0,612.0,True,50,0.1,300
12,12,6.184329665964469,38.0,663.0,True,50,0.1,300
13,13,6.709419124992564,38.0,714.0,True,50,0.1,300
14,14,7.242059499956667,38.0,765.0,True,50,0.1,300
15,15,7.742825250024907,38.0,816.0,True,50,0.1,300
16,16,8.27261829096824,38.0,867.0,True,50,0.1,300
17,17,8.817476999945939,38.0,918.0,True,50,0.1,300
18,18,9.273070040973835,38.0,969.0,True,50,0.1,300
19,19,9.785876540932804,38.0,1020.0,True,50,0.1,300
20,20,10.311117165954784,38.0,1071.0,True,50,0.1,300
21,21,10.834643375012092,38.0,1122.0,True,50,0.1,300
22,22,11.365051666041836,38.0,1173.0,True,50,0.1,300
23,23,11.895854957983829,38.0,1224.0,True,50,0.1,300
24,24,12.458178999950178,38.0,1275.0,True,50,0.1,300
25,25,13.008572250022553,38.0,1326.0,True,50,0.1,300
26,26,13.726347957970574,38.0,1377.0,True,50,0.1,300
27,27,14.397186415968463,38.0,1428.0,True,50,0.1,300
28,28,14.953995625022799,38.0,1479.0,True,50,0.1,300
29,29,15.507017874973826,38.0,1530.0,True,50,0.1,300
30,30,16.027124332962558,38.0,1581.0,True,50,0.1,300
31,31,16.542165874969214,38.0,1632.0,True,50,0.1,300
32,32,17.07342404103838,38.0,1683.0,True,50,0.1,300
33,33,17.595501375035383,38.0,1734.0,True,50,0.1,300
34,34,18.118965958012268,38.0,1785.0,True,50,0.1,300
35,35,18.664267624961212,38.0,1836.0,True,50,0.1,300
36,36,19.175111957942136,38.0,1887.0,True,50,0.1,300
37,37,19.663550707977265,38.0,1938.0,True,50,0.1,300
38,38,20.17106804100331,38.0,1989.0,True,50,0.1,300
39,39,20.71283933299128,38.0,2040.0,True,50,0.1,300
40,40,21.248910624999553,38.0,2091.0,True,50,0.1,300
41,41,21.77291412500199,38.0,2142.0,True,50,0.1,300
42,42,22.29888520797249,38.0,2193.0,True,50,0.1,300
43,43,22.812199290958233,38.0,2244.0,True,50,0.1,300
44,44,23.346020499942824,38.0,2295.0,True,50,0.1,300
45,45,23.9176026659552,38.0,2346.0,True,50,0.1,300
46,46,24.51869945798535,38.0,2397.0,True,50,0.1,300
47,47,25.03486041596625,38.0,2448.0,True,50,0.1,300
48,48,25.523437332944013,38.0,2499.0,True,50,0.1,300
49,49,26.09379391593393,38.0,2550.0,True,50,0.1,300
50,50,26.63653554103803,38.0,2601.0,True,50,0.1,300
51,51,27.190398582955822,38.0,2652.0,True,50,0.1,300
52,0,0.05272537504788488,53.0,50.0,True,50,0.2,300
53,1,0.4203791250474751,38.0,102.0,True,50,0.2,300
54,2,0.7885149159701541,38.0,153.0,True,50,0.2,300
55,3,1.3748784159542993,38.0,204.0,True,50,0.2,300
56,4,1.919249500031583,38.0,255.0,True,50,0.2,300
57,5,2.447766665951349,38.0,306.0,True,50,0.2,300
58,6,2.9480082909576595,38.0,357.0,True,50,0.2,300
59,7,3.469075958011672,38.0,408.0,True,50,0.2,300
60,8,3.9957335829967633,38.0,459.0,True,50,0.2,300
61,9,4.502697707968764,38.0,510.0,True,50,0.2,300
62,10,5.003489875001833,38.0,561.0,True,50,0.2,300
63,11,5.6471472079865634,38.0,612.0,True,50,0.2,300
64,12,6.184329665964469,38.0,663.0,True,50,0.2,300
65,13,6.709419124992564,38.0,714.0,True,50,0.2,300
66,14,7.242059499956667,38.0,765.0,True,50,0.2,300
67,15,7.742825250024907,38.0,816.0,True,50,0.2,300
68,16,8.27261829096824,38.0,867.0,True,50,0.2,300
69,17,8.817476999945939,38.0,918.0,True,50,0.2,300
70,18,9.273070040973835,38.0,969.0,True,50,0.2,300
71,19,9.785876540932804,38.0,1020.0,True,50,0.2,300
72,20,10.311117165954784,38.0,1071.0,True,50,0.2,300
73,21,10.834643375012092,38.0,1122.0,True,50,0.2,300
74,22,11.365051666041836,38.0,1173.0,True,50,0.2,300
75,23,11.895854957983829,38.0,1224.0,True,50,0.2,300
76,24,12.458178999950178,38.0,1275.0,True,50,0.2,300
77,25,13.008572250022553,38.0,1326.0,True,50,0.2,300
78,26,13.726347957970574,38.0,1377.0,True,50,0.2,300
79,27,14.397186415968463,38.0,1428.0,True,50,0.2,300
80,28,14.953995625022799,38.0,1479.0,True,50,0.2,300
81,29,15.507017874973826,38.0,1530.0,True,50,0.2,300
82,30,16.027124332962558,38.0,1581.0,True,50,0.2,300
83,31,16.542165874969214,38.0,1632.0,True,50,0.2,300
84,32,17.07342404103838,38.0,1683.0,True,50,0.2,300
85,33,17.595501375035383,38.0,1734.0,True,50,0.2,300
86,34,18.118965958012268,38.0,1785.0,True,50,0.2,300
87,35,18.664267624961212,38.0,1836.0,True,50,0.2,300
88,36,19.175111957942136,38.0,1887.0,True,50,0.2,300
89,37,19.663550707977265,38.0,1938.0,True,50,0.2,300
90,38,20.17106804100331,38.0,1989.0,True,50,0.2,300
91,39,20.71283933299128,38.0,2040.0,True,50,0.2,300
92,40,21.248910624999553,38.0,2091.0,True,50,0.2,300
93,41,21.77291412500199,38.0,2142.0,True,50,0.2,300
94,42,22.29888520797249,38.0,2193.0,True,50,0.2,300
95,43,22.812199290958233,38.0,2244.0,True,50,0.2,300
96,44,23.346020499942824,38.0,2295.0,True,50,0.2,300
97,45,23.9176026659552,38.0,2346.0,True,50,0.2,300
98,46,24.51869945798535,38.0,2397.0,True,50,0.2,300
99,47,25.03486041596625,38.0,2448.0,True,50,0.2,300
100,48,25.523437332944013,38.0,2499.0,True,50,0.2,300
101,49,26.09379391593393,38.0,2550.0,True,50,0.2,300
102,50,26.63653554103803,38.0,2601.0,True,50,0.2,300
103,51,27.190398582955822,38.0,2652.0,True,50,0.2,300
104,0,0.05272537504788488,53.0,50.0,True,50,0.4,300
105,1,0.4203791250474751,36.0,102.0,True,50,0.4,300
106,2,0.7885149159701541,36.0,153.0,True,50,0.4,300
107,3,1.3748784159542993,36.0,204.0,True,50,0.4,300
108,4,1.919249500031583,36.0,255.0,True,50,0.4,300
109,5,2.447766665951349,36.0,306.0,True,50,0.4,300
110,6,2.9480082909576595,36.0,357.0,True,50,0.4,300
111,7,3.469075958011672,36.0,408.0,True,50,0.4,300
112,8,3.9957335829967633,36.0,459.0,True,50,0.4,300
113,9,4.502697707968764,36.0,510.0,True,50,0.4,300
114,10,5.003489875001833,36.0,561.0,True,50,0.4,300
115,11,5.6471472079865634,36.0,612.0,True,50,0.4,300
116,12,6.184329665964469,36.0,663.0,True,50,0.4,300
117,13,6.709419124992564,36.0,714.0,True,50,0.4,300
118,14,7.242059499956667,36.0,765.0,True,50,0.4,300
119,15,7.742825250024907,36.0,816.0,True,50,0.4,300
120,16,8.27261829096824,36.0,867.0,True,50,0.4,300
121,17,8.817476999945939,36.0,918.0,True,50,0.4,300
122,18,9.273070040973835,36.0,969.0,True,50,0.4,300
123,19,9.785876540932804,36.0,1020.0,True,50,0.4,300
124,20,10.311117165954784,36.0,1071.0,True,50,0.4,300
125,21,10.834643375012092,36.0,1122.0,True,50,0.4,300
126,22,11.365051666041836,36.0,1173.0,True,50,0.4,300
127,23,11.895854957983829,36.0,1224.0,True,50,0.4,300
128,24,12.458178999950178,36.0,1275.0,True,50,0.4,300
129,25,13.008572250022553,36.0,1326.0,True,50,0.4,300
130,26,13.726347957970574,36.0,1377.0,True,50,0.4,300
131,27,14.397186415968463,36.0,1428.0,True,50,0.4,300
132,28,14.953995625022799,36.0,1479.0,True,50,0.4,300
133,29,15.507017874973826,36.0,1530.0,True,50,0.4,300
134,30,16.027124332962558,36.0,1581.0,True,50,0.4,300
135,31,16.542165874969214,36.0,1632.0,True,50,0.4,300
136,32,17.07342404103838,36.0,1683.0,True,50,0.4,300
137,33,17.595501375035383,36.0,1734.0,True,50,0.4,300
138,34,18.118965958012268,36.0,1785.0,True,50,0.4,300
139,35,18.664267624961212,36.0,1836.0,True,50,0.4,300
140,36,19.175111957942136,36.0,1887.0,True,50,0.4,300
141,37,19.663550707977265,36.0,1938.0,True,50,0.4,300
142,38,20.17106804100331,36.0,1989.0,True,50,0.4,300
143,39,20.71283933299128,36.0,2040.0,True,50,0.4,300
144,40,21.248910624999553,36.0,2091.0,True,50,0.4,300
145,41,21.77291412500199,36.0,2142.0,True,50,0.4,300
146,42,22.29888520797249,36.0,2193.0,True,50,0.4,300
147,43,22.812199290958233,36.0,2244.0,True,50,0.4,300
148,44,23.346020499942824,36.0,2295.0,True,50,0.4,300
149,45,23.9176026659552,36.0,2346.0,True,50,0.4,300
150,46,24.51869945798535,36.0,2397.0,True,50,0.4,300
151,47,25.03486041596625,36.0,2448.0,True,50,0.4,300
152,48,25.523437332944013,36.0,2499.0,True,50,0.4,300
153,49,26.09379391593393,36.0,2550.0,True,50,0.4,300
154,50,26.63653554103803,36.0,2601.0,True,50,0.4,300
155,51,27.190398582955822,36.0,2652.0,True,50,0.4,300
156,0,0.05272537504788488,53.0,50.0,True,50,0.5,300
157,1,0.4203791250474751,36.0,102.0,True,50,0.5,300
158,2,0.7885149159701541,36.0,153.0,True,50,0.5,300
159,3,1.3748784159542993,36.0,204.0,True,50,0.5,300
160,4,1.919249500031583,36.0,255.0,True,50,0.5,300
161,5,2.447766665951349,36.0,306.0,True,50,0.5,300
162,6,2.9480082909576595,36.0,357.0,True,50,0.5,300
163,7,3.469075958011672,36.0,408.0,True,50,0.5,300
164,8,3.9957335829967633,36.0,459.0,True,50,0.5,300
165,9,4.502697707968764,36.0,510.0,True,50,0.5,300
166,10,5.003489875001833,36.0,561.0,True,50,0.5,300
167,11,5.6471472079865634,36.0,612.0,True,50,0.5,300
168,12,6.184329665964469,36.0,663.0,True,50,0.5,300
169,13,6.709419124992564,36.0,714.0,True,50,0.5,300
170,14,7.242059499956667,36.0,765.0,True,50,0.5,300
171,15,7.742825250024907,36.0,816.0,True,50,0.5,300
172,16,8.27261829096824,36.0,867.0,True,50,0.5,300
173,17,8.817476999945939,36.0,918.0,True,50,0.5,300
174,18,9.273070040973835,36.0,969.0,True,50,0.5,300
175,19,9.785876540932804,36.0,1020.0,True,50,0.5,300
176,20,10.311117165954784,36.0,1071.0,True,50,0.5,300
177,21,10.834643375012092,36.0,1122.0,True,50,0.5,300
178,22,11.365051666041836,36.0,1173.0,True,50,0.5,300
179,23,11.895854957983829,36.0,1224.0,True,50,0.5,300
180,24,12.458178999950178,36.0,1275.0,True,50,0.5,300
181,25,13.008572250022553,36.0,1326.0,True,50,0.5,300
182,26,13.726347957970574,36.0,1377.0,True,50,0.5,300
183,27,14.397186415968463,36.0,1428.0,True,50,0.5,300
184,28,14.953995625022799,36.0,1479.0,True,50,0.5,300
185,29,15.507017874973826,36.0,1530.0,True,50,0.5,300
186,30,16.027124332962558,36.0,1581.0,True,50,0.5,300
