,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.0009582089260220528,31.0,0.0,0,300,0
1,1,0.04289495898410678,31.0,1.0,0,300,0
2,2,0.04333762498572469,31.0,2.0,0,300,0
3,3,0.043760124943219125,31.0,3.0,0,300,0
4,4,0.044182042009197176,31.0,4.0,0,300,0
5,5,0.04500141693279147,30.0,6.0,0,300,0
6,6,0.04650945891626179,29.0,8.0,0,300,0
7,7,0.04695354192517698,29.0,9.0,0,300,0
8,8,0.047378874965943396,29.0,10.0,0,300,0
9,9,0.047800041968002915,29.0,11.0,0,300,0
10,10,0.04861704190261662,26.0,13.0,0,300,0
11,11,0.04943212494254112,24.0,15.0,0,300,0
12,12,0.05083254200872034,23.0,17.0,0,300,0
13,13,0.05166416696738452,20.0,19.0,0,300,0
14,14,0.05257708393037319,18.0,21.0,0,300,0
15,15,0.05306895892135799,18.0,22.0,0,300,0
16,16,0.053912749979645014,17.0,24.0,0,300,0
17,17,0.054339458933100104,17.0,25.0,0,300,0
18,18,0.05476245901081711,17.0,26.0,0,300,0
19,19,0.055582999950274825,16.0,28.0,0,300,0
20,20,0.05600220896303654,16.0,29.0,0,300,0
21,21,0.05642049992457032,16.0,30.0,0,300,0
22,22,0.05683866690378636,16.0,31.0,0,300,0
23,23,0.057257041917182505,16.0,32.0,0,300,0
24,24,0.058071292005479336,14.0,34.0,0,300,0
25,25,0.058491083909757435,14.0,35.0,0,300,0
26,26,0.058999417000450194,14.0,36.0,0,300,0
27,27,0.05945195897947997,14.0,37.0,0,300,0
28,28,0.059884166927076876,14.0,38.0,0,300,0
29,29,0.060309624997898936,14.0,39.0,0,300,0
30,30,0.060735458973795176,14.0,40.0,0,300,0
31,31,0.06115758395753801,14.0,41.0,0,300,0
32,32,0.0615806250134483,14.0,42.0,0,300,0
33,33,0.062007625005207956,14.0,43.0,0,300,0
34,34,0.06243304198142141,14.0,44.0,0,300,0
35,35,0.06285774998832494,14.0,45.0,0,300,0
36,36,0.06327874993439764,14.0,46.0,0,300,0
37,37,0.06370154197793454,14.0,47.0,0,300,0
38,38,0.06412483390886337,14.0,48.0,0,300,0
39,39,0.06454599997960031,14.0,49.0,0,300,0
40,40,0.06496804195921868,14.0,50.0,0,300,0
41,41,0.06539133400656283,14.0,51.0,0,300,0
42,42,0.06582441693171859,14.0,52.0,0,300,0
43,43,0.06624720897525549,14.0,53.0,0,300,0
44,44,0.0670677499147132,13.0,55.0,0,300,0
45,45,0.06749420892447233,13.0,56.0,0,300,0
46,46,0.06791954196523875,13.0,57.0,0,300,0
47,47,0.06834404193796217,13.0,58.0,0,300,0
48,48,0.06876808393280953,13.0,59.0,0,300,0
49,49,0.06958874990232289,12.0,61.0,0,300,0
50,50,0.07001383393071592,12.0,62.0,0,300,0
51,51,0.07043779199011624,12.0,63.0,0,300,0
52,52,0.07086104201152921,12.0,64.0,0,300,0
53,53,0.07128662499599159,12.0,65.0,0,300,0
54,54,0.07171124999877065,12.0,66.0,0,300,0
55,55,0.07213579199742526,12.0,67.0,0,300,0
56,56,0.07256291690282524,12.0,68.0,0,300,0
57,57,0.0729885419132188,12.0,69.0,0,300,0
58,58,0.07341362501028925,12.0,70.0,0,300,0
59,59,0.07383858400862664,12.0,71.0,0,300,0
60,60,0.07426370901521295,12.0,72.0,0,300,0
61,61,0.07468724995851517,12.0,73.0,0,300,0
62,62,0.07511258393060416,12.0,74.0,0,300,0
63,63,0.07553870894480497,12.0,75.0,0,300,0
64,64,0.07596320891752839,12.0,76.0,0,300,0
65,65,0.07638924999628216,12.0,77.0,0,300,0
66,66,0.07681445893831551,12.0,78.0,0,300,0
67,67,0.07724095892626792,12.0,79.0,0,300,0
