,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.0010440420592203736,31.0,50.0,50,0.05,300
1,1,0.025913374964147806,34.0,102.0,50,0.05,300
2,2,0.02787424996495247,34.0,153.0,50,0.05,300
3,3,0.02982808300293982,35.0,205.0,50,0.05,300
4,4,0.03174379200208932,38.0,257.0,50,0.05,300
5,5,0.03358212497550994,38.0,308.0,50,0.05,300
6,6,0.035424333065748215,39.0,360.0,50,0.05,300
7,7,0.03723104204982519,39.0,411.0,50,0.05,300
8,8,0.039050917024724185,39.0,462.0,50,0.05,300
9,9,0.040866625029593706,41.0,514.0,50,0.05,300
10,10,0.04265966697130352,41.0,565.0,50,0.05,300
11,11,0.04448158305604011,43.0,617.0,50,0.05,300
12,12,0.04627991700544953,43.0,668.0,50,0.05,300
13,13,0.04812100005801767,44.0,720.0,50,0.05,300
14,14,0.0499327500583604,46.0,772.0,50,0.05,300
15,15,0.051734708016738296,46.0,823.0,50,0.05,300
16,16,0.053543708054348826,46.0,874.0,50,0.05,300
17,17,0.055364166968502104,47.0,926.0,50,0.05,300
18,18,0.057180333067663014,47.0,977.0,50,0.05,300
19,19,0.058977333013899624,47.0,1028.0,50,0.05,300
20,20,0.06078929197974503,48.0,1080.0,50,0.05,300
21,21,0.06259424996096641,49.0,1132.0,50,0.05,300
22,22,0.06439470802433789,49.0,1183.0,50,0.05,300
23,23,0.06619512499310076,50.0,1235.0,50,0.05,300
24,24,0.06800020800437778,50.0,1286.0,50,0.05,300
25,25,0.06980762502644211,50.0,1337.0,50,0.05,300
26,26,0.07161129196174443,50.0,1388.0,50,0.05,300
27,27,0.07342274999246001,50.0,1439.0,50,0.05,300
28,28,0.07524999999441206,50.0,1490.0,50,0.05,300
29,29,0.07703325001057237,50.0,1541.0,50,0.05,300
30,30,0.07883825001772493,50.0,1592.0,50,0.05,300
31,31,0.08063375006895512,50.0,1643.0,50,0.05,300
32,32,0.08243166701868176,50.0,1694.0,50,0.05,300
33,33,0.08423691696953028,50.0,1745.0,50,0.05,300
34,34,0.08603929204400629,50.0,1796.0,50,0.05,300
35,35,0.0878378750057891,50.0,1847.0,50,0.05,300
36,36,0.08962716697715223,50.0,1898.0,50,0.05,300
37,37,0.09141895803622901,50.0,1949.0,50,0.05,300
38,38,0.09322129201609641,50.0,2000.0,50,0.05,300
39,39,0.09501312498468906,50.0,2051.0,50,0.05,300
40,40,0.09679587499704212,50.0,2102.0,50,0.05,300
41,41,0.09859012498054653,50.0,2153.0,50,0.05,300
42,42,0.10037370806094259,50.0,2204.0,50,0.05,300
43,43,0.10214950004592538,50.0,2255.0,50,0.05,300
44,44,0.10392929206136614,50.0,2306.0,50,0.05,300
45,45,0.10569724999368191,50.0,2357.0,50,0.05,300
46,46,0.10747841699048877,50.0,2408.0,50,0.05,300
47,47,0.10924412496387959,50.0,2459.0,50,0.05,300
48,48,0.11103233299218118,50.0,2510.0,50,0.05,300
49,49,0.11280720797367394,50.0,2561.0,50,0.05,300
50,50,0.11459308303892612,50.0,2612.0,50,0.05,300
51,51,0.11638983304146677,50.0,2663.0,50,0.05,300
52,52,0.1181775419972837,50.0,2714.0,50,0.05,300
53,53,0.11995920806657523,50.0,2765.0,50,0.05,300
54,54,0.1217377920402214,50.0,2816.0,50,0.05,300
55,55,0.12351941701490432,50.0,2867.0,50,0.05,300
56,56,0.1252966249594465,50.0,2918.0,50,0.05,300
57,57,0.12707804201636463,50.0,2969.0,50,0.05,300
58,58,0.12887074996251613,50.0,3020.0,50,0.05,300
59,59,0.13064733298961073,50.0,3071.0,50,0.05,300
60,60,0.13243291701655835,50.0,3122.0,50,0.05,300
61,61,0.13421583303716034,50.0,3173.0,50,0.05,300
62,62,0.13598745805211365,50.0,3224.0,50,0.05,300
63,63,0.13777224998921156,50.0,3275.0,50,0.05,300
64,64,0.13955891702789813,50.0,3326.0,50,0.05,300
65,65,0.14134199998807162,50.0,3377.0,50,0.05,300
66,66,0.143122166977264,50.0,3428.0,50,0.05,300
67,67,0.14491045800969005,50.0,3479.0,50,0.05,300
68,68,0.14669258298818022,50.0,3530.0,50,0.05,300
69,69,0.1484759170562029,50.0,3581.0,50,0.05,300
70,70,0.1502554169856012,50.0,3632.0,50,0.05,300
71,71,0.15203287499025464,50.0,3683.0,50,0.05,300
72,72,0.15382250002585351,50.0,3734.0,50,0.05,300
73,73,0.1556132499827072,50.0,3785.0,50,0.05,300
74,0,0.0010440420592203736,31.0,50.0,50,0.1,300
75,1,0.025913374964147806,34.0,102.0,50,0.1,300
76,2,0.02787424996495247,34.0,153.0,50,0.1,300
77,3,0.02982808300293982,34.0,204.0,50,0.1,300
78,4,0.03174379200208932,36.0,256.0,50,0.1,300
79,5,0.03358212497550994,36.0,307.0,50,0.1,300
80,6,0.035424333065748215,36.0,358.0,50,0.1,300
81,7,0.03723104204982519,37.0,410.0,50,0.1,300
82,8,0.039050917024724185,37.0,461.0,50,0.1,300
83,9,0.040866625029593706,42.0,513.0,50,0.1,300
84,10,0.04265966697130352,42.0,564.0,50,0.1,300
85,11,0.04448158305604011,42.0,615.0,50,0.1,300
86,12,0.04627991700544953,42.0,666.0,50,0.1,300
87,13,0.04812100005801767,42.0,717.0,50,0.1,300
88,14,0.0499327500583604,44.0,769.0,50,0.1,300
89,15,0.051734708016738296,44.0,820.0,50,0.1,300
90,16,0.053543708054348826,45.0,872.0,50,0.1,300
91,17,0.055364166968502104,45.0,923.0,50,0.1,300
92,18,0.057180333067663014,47.0,975.0,50,0.1,300
93,19,0.058977333013899624,47.0,1026.0,50,0.1,300
94,20,0.06078929197974503,47.0,1077.0,50,0.1,300
95,21,0.06259424996096641,48.0,1129.0,50,0.1,300
96,22,0.06439470802433789,48.0,1180.0,50,0.1,300
97,23,0.06619512499310076,48.0,1231.0,50,0.1,300
98,24,0.06800020800437778,48.0,1282.0,50,0.1,300
99,25,0.06980762502644211,48.0,1333.0,50,0.1,300
100,26,0.07161129196174443,49.0,1385.0,50,0.1,300
101,27,0.07342274999246001,49.0,1436.0,50,0.1,300
102,28,0.07524999999441206,49.0,1487.0,50,0.1,300
103,29,0.07703325001057237,50.0,1539.0,50,0.1,300
104,30,0.07883825001772493,50.0,1590.0,50,0.1,300
105,31,0.08063375006895512,50.0,1641.0,50,0.1,300
106,32,0.08243166701868176,50.0,1692.0,50,0.1,300
107,33,0.08423691696953028,50.0,1743.0,50,0.1,300
108,34,0.08603929204400629,50.0,1794.0,50,0.1,300
109,35,0.0878378750057891,50.0,1845.0,50,0.1,300
110,36,0.08962716697715223,50.0,1896.0,50,0.1,300
111,37,0.09141895803622901,50.0,1947.0,50,0.1,300
112,38,0.09322129201609641,50.0,1998.0,50,0.1,300
113,39,0.09501312498468906,50.0,2049.0,50,0.1,300
114,40,0.09679587499704212,50.0,2100.0,50,0.1,300
115,41,0.09859012498054653,50.0,2151.0,50,0.1,300
116,42,0.10037370806094259,50.0,2202.0,50,0.1,300
117,43,0.10214950004592538,50.0,2253.0,50,0.1,300
118,44,0.10392929206136614,50.0,2304.0,50,0.1,300
119,45,0.10569724999368191,50.0,2355.0,50,0.1,300
120,46,0.10747841699048877,50.0,2406.0,50,0.1,300
121,47,0.10924412496387959,50.0,2457.0,50,0.1,300
122,48,0.11103233299218118,50.0,2508.0,50,0.1,300
123,49,0.11280720797367394,50.0,2559.0,50,0.1,300
124,50,0.11459308303892612,50.0,2610.0,50,0.1,300
125,51,0.11638983304146677,50.0,2661.0,50,0.1,300
126,52,0.1181775419972837,50.0,2712.0,50,0.1,300
127,53,0.11995920806657523,50.0,2763.0,50,0.1,300
128,54,0.1217377920402214,50.0,2814.0,50,0.1,300
129,55,0.12351941701490432,50.0,2865.0,50,0.1,300
130,56,0.1252966249594465,50.0,2916.0,50,0.1,300
131,57,0.12707804201636463,50.0,2967.0,50,0.1,300
132,58,0.12887074996251613,50.0,3018.0,50,0.1,300
133,59,0.13064733298961073,50.0,3069.0,50,0.1,300
134,60,0.13243291701655835,50.0,3120.0,50,0.1,300
135,61,0.13421583303716034,50.0,3171.0,50,0.1,300
136,62,0.13598745805211365,50.0,3222.0,50,0.1,300
137,63,0.13777224998921156,50.0,3273.0,50,0.1,300
138,64,0.13955891702789813,50.0,3324.0,50,0.1,300
139,65,0.14134199998807162,50.0,3375.0,50,0.1,300
140,66,0.143122166977264,50.0,3426.0,50,0.1,300
141,67,0.14491045800969005,50.0,3477.0,50,0.1,300
142,68,0.14669258298818022,50.0,3528.0,50,0.1,300
143,69,0.1484759170562029,50.0,3579.0,50,0.1,300
144,70,0.1502554169856012,50.0,3630.0,50,0.1,300
145,71,0.15203287499025464,50.0,3681.0,50,0.1,300
146,72,0.15382250002585351,50.0,3732.0,50,0.1,300
147,73,0.1556132499827072,50.0,3783.0,50,0.1,300
148,74,0.0007953329477459192,50.0,3834.0,50,0.1,300
149,75,0.20722312503494322,50.0,3885.0,50,0.1,300
150,76,0.2095591250108555,50.0,3936.0,50,0.1,300
151,77,0.2120682910317555,50.0,3987.0,50,0.1,300
152,78,0.2145927499514073,50.0,4038.0,50,0.1,300
153,79,0.21668954100459814,50.0,4089.0,50,0.1,300
154,0,0.0010440420592203736,31.0,50.0,50,0.2,300
155,1,0.025913374964147806,33.0,102.0,50,0.2,300
156,2,0.02787424996495247,33.0,153.0,50,0.2,300
157,3,0.02982808300293982,33.0,204.0,50,0.2,300
158,4,0.03174379200208932,34.0,256.0,50,0.2,300
159,5,0.03358212497550994,35.0,308.0,50,0.2,300
160,6,0.035424333065748215,35.0,359.0,50,0.2,300
161,7,0.03723104204982519,39.0,411.0,50,0.2,300
162,8,0.039050917024724185,40.0,463.0,50,0.2,300
163,9,0.040866625029593706,40.0,514.0,50,0.2,300
164,10,0.04265966697130352,40.0,565.0,50,0.2,300
165,11,0.04448158305604011,40.0,616.0,50,0.2,300
166,12,0.04627991700544953,41.0,668.0,50,0.2,300
167,13,0.04812100005801767,44.0,720.0,50,0.2,300
168,14,0.0499327500583604,46.0,772.0,50,0.2,300
169,15,0.051734708016738296,46.0,823.0,50,0.2,300
170,16,0.053543708054348826,46.0,874.0,50,0.2,300
171,17,0.055364166968502104,46.0,925.0,50,0.2,300
172,18,0.057180333067663014,47.0,977.0,50,0.2,300
173,19,0.058977333013899624,48.0,1029.0,50,0.2,300
174,20,0.06078929197974503,49.0,1081.0,50,0.2,300
175,21,0.06259424996096641,49.0,1132.0,50,0.2,300
176,22,0.06439470802433789,49.0,1183.0,50,0.2,300
177,23,0.06619512499310076,49.0,1234.0,50,0.2,300
178,24,0.06800020800437778,50.0,1286.0,50,0.2,300
179,25,0.06980762502644211,50.0,1337.0,50,0.2,300
180,26,0.07161129196174443,50.0,1388.0,50,0.2,300
181,27,0.07342274999246001,50.0,1439.0,50,0.2,300
182,28,0.07524999999441206,50.0,1490.0,50,0.2,300
183,29,0.07703325001057237,50.0,1541.0,50,0.2,300
184,30,0.07883825001772493,50.0,1592.0,50,0.2,300
185,31,0.08063375006895512,50.0,1643.0,50,0.2,300
186,32,0.08243166701868176,50.0,1694.0,50,0.2,300
187,33,0.08423691696953028,50.0,1745.0,50,0.2,300
188,34,0.08603929204400629,50.0,1796.0,50,0.2,300
189,35,0.0878378750057891,50.0,1847.0,50,0.2,300
