Gamma,Iteration,Mean V,Difference,Times,Total Time,Total Iter,Changes,States
0.99,5,505.6252821004893,1003.5572874800936,0.2008669376373291,0.5704588890075684,11,29,3
0.99,6,697.8805984313643,993.5217135683761,0.23383498191833496,0.5704588890075684,11,17,3
0.99,7,768.3742481341385,983.5864964321937,0.2707970142364502,0.5704588890075684,11,13,3
0.99,8,848.7140849085566,954.3729918479688,0.3083639144897461,0.5704588890075684,11,6,3
0.99,9,869.7638416477246,944.8292619289904,0.4298570156097412,0.5704588890075684,11,4,3
0.99,10,900.9442570571371,9.970352721211384e-07,0.5133769512176514,0.5704588890075684,11,2,3
0.99,11,900.9442570571371,9.970352721211384e-07,0.570408821105957,0.5704588890075684,11,0,3
0.1,1,-0.8340312500000001,2.09999,0.015156984329223633,0.03484702110290527,7,16,4
0.1,2,-0.7752570000000001,0.2121200000000001,0.02560114860534668,0.03484702110290527,7,26,4
0.1,3,-0.7695253125000001,0.021209000000000033,0.029415369033813477,0.03484702110290527,7,28,4
0.1,4,-0.7689399375000001,0.002120000000000122,0.031099319458007812,0.03484702110290527,7,22,4
0.1,5,-0.7688677500000001,0.00020900000000012575,0.03214621543884277,0.03484702110290527,7,18,4
0.1,6,-0.7688625,2.0000000000131024e-05,0.03362727165222168,0.03484702110290527,7,8,4
0.1,7,-0.7688625,2.0000000000131024e-05,0.034818172454833984,0.03484702110290527,7,0,4
0.3,1,-1.11124645,6.299934390000001,0.0008590221405029297,0.014303922653198242,11,16,4
0.3,2,-0.8696340551049999,2.0769090414300004,0.0020570755004882812,0.014303922653198242,11,26,4
0.3,3,-0.80229207274,0.6230714723999999,0.003309965133666992,0.014303922653198242,11,28,4
0.3,4,-0.7809226804825001,0.18690904142999987,0.004784107208251953,0.014303922653198242,11,30,4
0.3,5,-0.77285894965,0.05607147239999999,0.006396055221557617,0.014303922653198242,11,34,4
0.3,6,-0.7707452998075001,0.01680904142999995,0.007346153259277344,0.014303922653198242,11,42,4
0.3,7,-0.770281638038125,0.005041472399999858,0.008354902267456055,0.014303922653198242,11,38,4
0.3,8,-0.7701707530375002,0.00044877239999996377,0.009919881820678711,0.014303922653198242,11,26,4
0.3,9,-0.770161711159375,0.00012223143000000825,0.011246919631958008,0.014303922653198242,11,16,4
0.3,10,-0.770160161123125,3.5429400000008826e-05,0.012923955917358398,0.014303922653198242,11,4,4
0.3,11,-0.770160161123125,3.5429400000008826e-05,0.01424717903137207,0.014303922653198242,11,0,4
0.5,1,-1.62259521484375,10.499969482421875,0.0009169578552246094,0.019624948501586914,13,16,4
0.5,2,-0.9828126907348633,6.999971389770508,0.0024628639221191406,0.019624948501586914,13,26,4
0.5,3,-0.6984410285949707,3.4999847412109375,0.0037958621978759766,0.019624948501586914,13,28,4
0.5,4,-0.5453193664550782,1.7499713897705078,0.005013942718505859,0.019624948501586914,13,30,4
0.5,5,-0.4482537269592285,0.8749847412109375,0.0063669681549072266,0.019624948501586914,13,34,4
0.5,6,-0.4022873878479004,0.4374713897705078,0.007972002029418945,0.019624948501586914,13,42,4
0.5,7,-0.38477513790130613,0.2187347412109375,0.00917816162109375,0.019624948501586914,13,38,4
0.5,8,-0.3768328666687012,0.0546722412109375,0.010953903198242188,0.019624948501586914,13,28,4
0.5,9,-0.37484967708587646,0.027315139770507812,0.012705087661743164,0.019624948501586914,13,26,4
0.5,10,-0.37400853633880615,0.0136566162109375,0.014955997467041016,0.019624948501586914,13,18,4
0.5,11,-0.3736370325088501,0.0068073272705078125,0.016993999481201172,0.019624948501586914,13,14,4
0.5,12,-0.37353689670562745,0.0016803741455078125,0.018032073974609375,0.019624948501586914,13,6,4
0.5,13,-0.37352638244628905,3.814697265625e-05,0.01958918571472168,0.019624948501586914,13,0,4
0.7,1,-2.8695519521990307,14.699977460659708,0.002949237823486328,0.03389310836791992,13,16,4
0.7,2,-1.0893960498913526,20.17644307262816,0.005548000335693359,0.03389310836791992,13,26,4
0.7,3,-0.02357763593036517,14.123490660617993,0.008667230606079102,0.03389310836791992,13,28,4
0.7,4,0.7842841668516577,9.886443072628161,0.011632204055786133,0.03389310836791992,13,30,4
0.7,5,1.506300456132833,6.920490660617995,0.014450311660766602,0.03389310836791992,13,34,4
0.7,6,2.0325255362431554,4.8443430726281616,0.01772904396057129,0.03389310836791992,13,42,4
0.7,7,2.328216630640993,3.391020660617996,0.01973128318786621,0.03389310836791992,13,38,4
0.7,8,2.5261243387890415,1.6615803606179966,0.022607088088989258,0.03389310836791992,13,28,4
0.7,9,2.6132110097427534,1.163105862628163,0.025103092193603516,0.03389310836791992,13,26,4
0.7,10,2.663027016492596,0.8141546136179971,0.02688002586364746,0.03389310836791992,13,18,4
0.7,11,2.6931140420962407,0.5699078397281636,0.028728008270263672,0.03389310836791992,13,14,4
0.7,12,2.7046289273666426,0.2792408085071636,0.03171825408935547,0.03389310836791992,13,6,4
0.7,13,2.7063740200012982,2.598696229227926e-05,0.03385806083679199,0.03389310836791992,13,0,4
0.9,1,-9.417288636128692,18.89999073861287,0.005018711090087891,0.08496379852294922,13,16,4
0.9,2,-0.9608127423462512,89.5262719120471,0.012676715850830078,0.08496379852294922,13,26,4
0.9,3,5.3261686656776455,80.57363551168481,0.02080988883972168,0.08496379852294922,13,28,4
0.9,4,11.437678126451646,72.51627191204707,0.02853989601135254,0.08496379852294922,13,30,4
0.9,5,18.49668254963508,65.26463551168482,0.038365840911865234,0.08496379852294922,13,34,4
0.9,6,25.845760414460937,58.738171912047086,0.04773092269897461,0.08496379852294922,13,42,4
0.9,7,31.432012017826857,52.86434551168482,0.0550227165222168,0.08496379852294922,13,38,4
0.9,8,36.2526112797154,42.82011061168481,0.06135678291320801,0.08496379852294922,13,28,4
0.9,9,39.425072142121216,38.538099502047075,0.06622076034545898,0.08496379852294922,13,26,4
0.9,10,41.69282158733171,34.6842803426848,0.07171773910522461,0.08496379852294922,13,18,4
0.9,11,43.3964696284661,31.21585225994707,0.07694792747497559,0.08496379852294922,13,14,4
0.9,12,44.24300413818525,25.284831993846076,0.08101987838745117,0.08496379852294922,13,6,4
0.9,13,44.40103427756022,9.693850071101906e-06,0.08493590354919434,0.08496379852294922,13,0,4
0.95,1,-19.381729079242053,19.9499950086496,0.006555795669555664,0.2025289535522461,13,16,4
0.95,2,-0.5169221170531703,194.38456561476002,0.014019966125488281,0.2025289535522461,13,26,4
0.95,3,14.164579273614773,184.6653373219193,0.020905017852783203,0.2025289535522461,13,28,4
0.95,4,29.208455815737533,175.43206561476,0.03633999824523926,0.2025289535522461,13,30,4
0.95,5,47.56783212495981,166.66046232191928,0.05067586898803711,0.2025289535522461,13,34,4
0.95,6,68.30356267840003,158.32743436476,0.07907509803771973,0.2025289535522461,13,42,4
0.95,7,85.13282163422495,150.41106263441932,0.09923791885375977,0.2025289535522461,13,38,4
0.95,8,100.38427332048107,135.74597941645058,0.11175704002380371,0.2025289535522461,13,28,4
0.95,9,111.31967714265065,128.95867560456475,0.1299147605895996,0.2025289535522461,13,26,4
0.95,10,119.52417385053073,122.51074181223376,0.16071701049804688,0.2025289535522461,13,18,4
0.95,11,125.96737708610553,116.38519988055876,0.1703648567199707,0.2025289535522461,13,14,4
0.95,12,129.35700495957764,105.03763803964335,0.18703007698059082,0.2025289535522461,13,6,4
0.95,13,130.01349019883824,4.841063372396093e-06,0.20248079299926758,0.2025289535522461,13,0,4
0.99,1,-99.35147300068986,20.789999003694405,0.04977059364318848,1.065887689590454,13,16,4
0.99,2,3.4367728757412292,1034.276329778376,0.10721683502197266,1.065887689590454,13,26,4
0.99,3,86.25254550918359,1023.9335664800936,0.24135398864746094,1.065887689590454,13,28,4
0.99,4,174.57574931345965,1013.694229778376,0.2988595962524414,1.065887689590454,13,30,4
0.99,5,286.9804693108778,1003.5572874800936,0.39275169372558594,1.065887689590454,13,34,4
0.99,6,422.2372612909083,993.5217135683761,0.45926380157470703,1.065887689590454,13,42,4
0.99,7,537.6371433695687,983.5864964321937,0.5798637866973877,1.065887689590454,13,38,4
0.99,8,646.034461078358,964.0131241261467,0.6495308876037598,1.065887689590454,13,28,4
0.99,9,729.0094444765639,954.3729918479688,0.7096178531646729,1.065887689590454,13,26,4
0.99,10,793.6156943271919,944.8292619289904,0.7684438228607178,1.065887689590454,13,18,4
0.99,11,846.0572554873543,935.3809682727838,0.8372657299041748,1.065887689590454,13,14,4
0.99,12,874.8810141475657,916.7668859667451,0.9635336399078369,1.065887689590454,13,6,4
0.99,13,880.6108071851693,9.970352721211384e-07,1.0658378601074219,1.065887689590454,13,0,4
0.1,1,-0.9337776,2.0999990000000004,0.0026543140411376953,0.015380144119262695,7,20,5
0.1,2,-0.89229672,0.2121200000000001,0.00693202018737793,0.015380144119262695,7,35,5
0.1,3,-0.8879808,0.021209000000000033,0.009304285049438477,0.015380144119262695,7,30,5
0.1,4,-0.8875524,0.002120000000000122,0.010427236557006836,0.015380144119262695,7,24,5
0.1,5,-0.88750578,0.00020900000000012575,0.012279033660888672,0.015380144119262695,7,14,5
0.1,6,-0.8875003200000001,2.0000000000131024e-05,0.013787269592285156,0.015380144119262695,7,14,5
0.1,7,-0.8875003200000001,2.0000000000131024e-05,0.015326261520385742,0.015380144119262695,7,0,5
0.3,1,-1.2247692999999997,6.299934390000001,0.0010650157928466797,0.020554065704345703,11,20,5
0.3,2,-1.0588660218231998,2.0769090414300004,0.002240896224975586,0.020554065704345703,11,35,5
0.3,3,-1.0126356486622,0.6230714723999999,0.0054628849029541016,0.020554065704345703,11,36,5
0.3,4,-0.9988396237509999,0.18690904142999987,0.008152008056640625,0.020554065704345703,11,38,5
0.3,5,-0.9941549853814,0.05607147239999999,0.009163141250610352,0.020554065704345703,11,40,5
0.3,6,-0.9924280679248,0.01680904142999995,0.010627031326293945,0.020554065704345703,11,43,5
0.3,7,-0.9918981040246,0.005041472399999858,0.012066841125488281,0.020554065704345703,11,52,5
0.3,8,-0.991769701318,0.001500041429999932,0.014001131057739258,0.020554065704345703,11,29,5
0.3,9,-0.9917453691934,0.00044877239999996377,0.017872095108032227,0.020554065704345703,11,19,5
0.3,10,-0.9917415664378,3.5429400000008826e-05,0.018817901611328125,0.020554065704345703,11,2,5
0.3,11,-0.9917415664378,3.5429400000008826e-05,0.020518064498901367,0.020554065704345703,11,0,5
0.5,1,-1.75318896484375,10.499969482421875,0.001628875732421875,0.02693796157836914,16,20,5
0.5,2,-1.3139996032714845,6.999971389770508,0.00419306755065918,0.02693796157836914,16,35,5
0.5,3,-1.126751579284668,3.4999847412109375,0.00548100471496582,0.02693796157836914,16,36,5
0.5,4,-1.032254783630371,1.7499713897705078,0.008140087127685547,0.02693796157836914,16,38,5
0.5,5,-0.9782256698608398,0.8749847412109375,0.009970903396606445,0.02693796157836914,16,40,5
0.5,6,-0.945007339477539,0.4374713897705078,0.011316061019897461,0.02693796157836914,16,44,5
0.5,7,-0.9274971923828125,0.2187347412109375,0.01381993293762207,0.02693796157836914,16,61,5
0.5,8,-0.920153793334961,0.10934638977050781,0.015303850173950195,0.02693796157836914,16,55,5
0.5,9,-0.9176000900268555,0.0546722412109375,0.017575979232788086,0.02693796157836914,16,51,5
0.5,10,-0.9164548568725586,0.0068073272705078125,0.01907205581665039,0.02693796157836914,16,46,5
0.5,11,-0.9162236633300781,0.0034027099609375,0.02104496955871582,0.02693796157836914,16,31,5
0.5,12,-0.9161073455810547,0.0016803741455078125,0.022071123123168945,0.02693796157836914,16,23,5
0.5,13,-0.9160599212646484,0.0008392333984375,0.023372888565063477,0.02693796157836914,16,21,5
0.5,14,-0.9160402145385742,0.0003986358642578125,0.024431943893432617,0.02693796157836914,16,12,5
0.5,15,-0.9160354080200195,0.0001983642578125,0.025460004806518555,0.02693796157836914,16,3,5
0.5,16,-0.9160344467163086,3.814697265625e-05,0.026901960372924805,0.02693796157836914,16,0,5
0.7,1,-3.016317802199031,14.699977460659708,0.002003908157348633,0.05590391159057617,16,20,5
0.7,2,-1.7488520413532707,20.17644307262816,0.003910064697265625,0.05590391159057617,16,35,5
0.7,3,-1.0319528835503833,14.123490660617993,0.008336067199707031,0.05590391159057617,16,36,5
0.7,4,-0.5180623171069543,9.886443072628161,0.010910987854003906,0.05590391159057617,16,38,5
0.7,5,-0.10738402994460952,6.920490660617995,0.012549161911010742,0.05590391159057617,16,40,5
0.7,6,0.2426918451782048,4.8443430726281616,0.016824007034301758,0.05590391159057617,16,44,5
0.7,7,0.5136859394539249,3.391020660617996,0.01905202865600586,0.05590391159057617,16,61,5
0.7,8,0.6824361158296915,2.373714072628162,0.024862051010131836,0.05590391159057617,16,55,5
0.7,9,0.7730782489874793,1.6615803606179966,0.032338857650756836,0.05590391159057617,16,51,5
0.7,10,0.838323088917784,0.5699078397281636,0.03997015953063965,0.05590391159057617,16,46,5
0.7,11,0.8634073676831338,0.3989159975879977,0.04162883758544922,0.05590391159057617,16,31,5
0.7,12,0.8802194937037714,0.2792408085071636,0.044976234436035156,0.05590391159057617,16,23,5
0.7,13,0.8894499536956993,0.1954490757332974,0.04753684997558594,0.05590391159057617,16,21,5
0.7,14,0.8949457017217878,0.13681396320887362,0.04911303520202637,0.05590391159057617,16,12,5
0.7,15,0.8965871574367468,0.09575028402449481,0.054431915283203125,0.05590391159057617,16,3,5
0.7,16,0.8971616669369824,2.598696229227926e-05,0.055867910385131836,0.05590391159057617,16,0,5
0.9,1,-9.571918986128692,18.89999073861287,0.013073921203613281,0.2107851505279541,16,20,5
0.9,2,-3.1056682342665516,89.5262719120471,0.021582841873168945,0.2107851505279541,16,35,5
0.9,3,1.453688908599827,80.57363551168481,0.03865504264831543,0.2107851505279541,16,36,5
0.9,4,5.6861891821425345,72.51627191204707,0.05458402633666992,0.2107851505279541,16,38,5
0.9,5,9.995380414078161,65.26463551168482,0.0678260326385498,0.2107851505279541,16,40,5
0.9,6,14.70970934190684,58.738171912047086,0.08894801139831543,0.2107851505279541,16,44,5
0.9,7,19.724442792541847,52.86434551168482,0.1163930892944336,0.2107851505279541,16,61,5
0.9,8,24.10999930905112,47.577910912047074,0.1386270523071289,0.2107851505279541,16,55,5
0.9,9,27.391400606682197,42.82011061168481,0.1508190631866455,0.2107851505279541,16,51,5
0.9,10,30.583449450112983,31.21585225994707,0.15882611274719238,0.2107851505279541,16,46,5
0.9,11,32.41240394506386,28.094257824794802,0.18075013160705566,0.2107851505279541,16,31,5
0.9,12,33.873029720811346,25.284831993846076,0.18677783012390137,0.2107851505279541,16,23,5
0.9,13,34.85256359421359,22.75633958530391,0.19257092475891113,0.2107851505279541,16,21,5
0.9,14,35.57803558128832,20.48070557830427,0.19878721237182617,0.2107851505279541,16,12,5
0.9,15,35.82380393190178,18.432625811316274,0.2044379711151123,0.2107851505279541,16,3,5
0.9,16,35.934399689677825,9.69385007465462e-06,0.21073317527770996,0.2107851505279541,16,0,5
0.95,1,-19.535852147992053,19.9499950086496,0.009997129440307617,0.18578004837036133,16,20,5
0.95,2,-4.7902465924375175,194.38456561476002,0.02198195457458496,0.18578004837036133,16,35,5
0.95,3,6.122667840173413,184.6653373219193,0.03349018096923828,0.18578004837036133,16,36,5
0.95,4,16.82238004095585,175.43206561476,0.04583621025085449,0.18578004837036133,16,38,5
0.95,5,28.28956027035749,166.66046232191928,0.05727720260620117,0.18578004837036133,16,40,5
0.95,6,41.56012931466365,158.32743436476,0.06963825225830078,0.18578004837036133,16,44,5
0.95,7,56.740311652933954,150.41106263441932,0.08088517189025879,0.18578004837036133,16,61,5
0.95,8,71.08816326067017,142.89050466163496,0.0927431583404541,0.18578004837036133,16,55,5
0.95,9,82.58905600816647,135.74597941645058,0.10452914237976074,0.18578004837036133,16,51,5
0.95,10,94.43658888330665,116.38519988055876,0.11570215225219727,0.18578004837036133,16,46,5
0.95,11,101.78064458829891,110.56593987442811,0.1302490234375,0.18578004837036133,16,31,5
0.95,12,107.85057745545828,105.03763803964335,0.14180207252502441,0.18578004837036133,16,23,5
0.95,13,112.08727049744635,99.78575612555852,0.15297532081604004,0.18578004837036133,16,21,5
0.95,14,115.372217389067,94.79646347821726,0.1643199920654297,0.18578004837036133,16,12,5
0.95,15,116.50977495371025,90.0566402922037,0.17618107795715332,0.18578004837036133,16,3,5
0.95,16,117.0501147664171,4.841063372396093e-06,0.1857290267944336,0.18578004837036133,16,0,5
0.99,1,-99.50421678859988,20.789999003694405,0.07760000228881836,1.4490461349487305,16,20,5
0.99,2,-17.66162606513299,1034.276329778376,0.2117760181427002,1.4490461349487305,16,35,5
0.99,3,45.1954071627151,1023.9335664800936,0.3153531551361084,1.4490461349487305,16,36,5
0.99,4,109.43078183794579,1013.694229778376,0.4121699333190918,1.4490461349487305,16,38,5
0.99,5,181.01272091523583,1003.5572874800936,0.5302488803863525,1.4490461349487305,16,40,5
0.99,6,267.56115569960826,993.5217135683761,0.6454250812530518,1.4490461349487305,16,44,5
0.99,7,372.3144104732725,983.5864964321937,0.7327001094818115,1.4490461349487305,16,61,5
0.99,8,477.44933968433367,973.7506304309551,0.8178591728210449,1.4490461349487305,16,55,5
0.99,9,566.1823773693592,964.0131241261467,0.8954732418060303,1.4490461349487305,16,51,5
0.99,10,661.5082862277623,935.3809682727838,0.9699649810791016,1.4490461349487305,16,46,5
0.99,11,724.1677455466883,926.0271585895574,1.0463449954986572,1.4490461349487305,16,31,5
0.99,12,777.2883581438244,916.7668859667451,1.1250429153442383,1.4490461349487305,16,23,5
0.99,13,815.482150068125,907.5992171065792,1.209808111190796,1.4490461349487305,16,21,5
0.99,14,846.1415776593032,898.5232238985967,1.2896921634674072,1.4490461349487305,16,12,5
0.99,15,856.9238563466846,889.5379916591121,1.3656859397888184,1.4490461349487305,16,3,5
0.99,16,862.2610842906571,9.970354994948138e-07,1.4489951133728027,1.4490461349487305,16,0,5
0.1,1,-0.9879625000000001,2.0999990000000004,0.0038106441497802734,0.021642684936523438,7,22,6
0.1,2,-0.955915625,0.2121200000000001,0.0052149295806884766,0.021642684936523438,7,42,6
0.1,3,-0.9522143750000001,0.021209000000000033,0.007118701934814453,0.021642684936523438,7,39,6
0.1,4,-0.9518384166666667,0.002120000000000122,0.009532928466796875,0.021642684936523438,7,31,6
0.1,5,-0.9518016666666668,0.00020900000000012575,0.011348962783813477,0.021642684936523438,7,19,6
0.1,6,-0.9517972916666666,2.0000000000131024e-05,0.013952016830444336,0.021642684936523438,7,18,6
0.1,7,-0.9517972916666666,2.0000000000131024e-05,0.021581649780273438,0.021642684936523438,7,0,6
0.3,1,-1.2870135333333335,6.299934390000001,0.0029060840606689453,0.029352188110351562,12,22,6
0.3,2,-1.1593308633245833,2.0769090414300004,0.00655817985534668,0.029352188110351562,12,42,6
0.3,3,-1.1182555278170836,0.6230714723999999,0.009192228317260742,0.029352188110351562,12,46,6
0.3,4,-1.1053536415033332,0.18690904142999987,0.011515140533447266,0.029352188110351562,12,45,6
0.3,5,-1.1015126892395835,0.05607147239999999,0.013180255889892578,0.029352188110351562,12,48,6
0.3,6,-1.1001001363145833,0.01680904142999995,0.016712188720703125,0.029352188110351562,12,53,6
0.3,7,-1.0996028999945833,0.005041472399999858,0.019618988037109375,0.029352188110351562,12,67,6
0.3,8,-1.0994615660308336,0.001500041429999932,0.021114110946655273,0.029352188110351562,12,51,6
0.3,9,-1.0994270825083334,0.00044877239999996377,0.023308992385864258,0.029352188110351562,12,30,6
0.3,10,-1.0994199064145833,0.00012223143000000825,0.025220155715942383,0.029352188110351562,12,13,6
0.3,11,-1.0994185286045837,3.5429400000008826e-05,0.027863025665283203,0.029352188110351562,12,3,6
0.3,12,-1.0994185286045837,3.5429400000008826e-05,0.029299259185791016,0.029352188110351562,12,0,6
0.5,1,-1.8285847981770833,10.499969482421875,0.002971172332763672,0.056555986404418945,18,22,6
0.5,2,-1.4944431145985921,6.999971389770508,0.0063648223876953125,0.056555986404418945,18,42,6
0.5,3,-1.327951765060425,3.4999847412109375,0.008710861206054688,0.056555986404418945,18,46,6
0.5,4,-1.238935152689616,1.7499713897705078,0.011661052703857422,0.056555986404418945,18,45,6
0.5,5,-1.1942755858103433,0.8749847412109375,0.014654874801635742,0.056555986404418945,18,48,6
0.5,6,-1.167011054356893,0.4374713897705078,0.01883387565612793,0.056555986404418945,18,53,6
0.5,7,-1.151224422454834,0.2187347412109375,0.020579099655151367,0.056555986404418945,18,69,6
0.5,8,-1.14327286084493,0.10934638977050781,0.022760868072509766,0.056555986404418945,18,80,6
0.5,9,-1.139945681889852,0.0546722412109375,0.026155948638916016,0.056555986404418945,18,69,6
0.5,10,-1.1385573546091716,0.027315139770507812,0.030727863311767578,0.056555986404418945,18,65,6
0.5,11,-1.137930727005005,0.0136566162109375,0.03913712501525879,0.056555986404418945,18,58,6
0.5,12,-1.137747589747111,0.0034027099609375,0.0418848991394043,0.056555986404418945,18,50,6
0.5,13,-1.137687619527181,0.0016803741455078125,0.04501700401306152,0.056555986404418945,18,42,6
0.5,14,-1.1376616954803467,0.0008392333984375,0.047358036041259766,0.056555986404418945,18,32,6
0.5,15,-1.1376514593760172,0.0001983642578125,0.048995018005371094,0.056555986404418945,18,29,6
0.5,16,-1.1376482327779134,7.82012939453125e-05,0.052498817443847656,0.056555986404418945,18,16,6
0.5,17,-1.1376471201578775,3.814697265625e-05,0.05480694770812988,0.056555986404418945,18,6,6
0.5,18,-1.1376471201578775,3.814697265625e-05,0.05650496482849121,0.056555986404418945,18,0,6
