,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,10.0,0,0.0004977080971002579,"[6, 1, 8, 9, 6, 0, 3, 7, 6, 0]",0,300,0
1,300,2.0,90,0.035542666097171605,"[7, 1, 6, 8, 6, 0, 3, 5, 9, 4]",0,300,0
