,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.00100545899476856,24.0,0.0,0,300,0
1,1,0.042739209020510316,24.0,1.0,0,300,0
2,2,0.04319125006441027,24.0,2.0,0,300,0
3,3,0.043623375007882714,24.0,3.0,0,300,0
4,4,0.04405183403287083,24.0,4.0,0,300,0
5,5,0.04448220902122557,24.0,5.0,0,300,0
6,6,0.04491425002925098,24.0,6.0,0,300,0
7,7,0.045345791964791715,24.0,7.0,0,300,0
8,8,0.04618462501093745,21.0,9.0,0,300,0
9,9,0.046611458994448185,21.0,10.0,0,300,0
10,10,0.04744345904327929,20.0,12.0,0,300,0
11,11,0.047866459004580975,20.0,13.0,0,300,0
12,12,0.04830095905344933,20.0,14.0,0,300,0
13,13,0.04913362499792129,17.0,16.0,0,300,0
14,14,0.049561458989046514,17.0,17.0,0,300,0
15,15,0.04999262501951307,17.0,18.0,0,300,0
16,16,0.05083429196383804,16.0,20.0,0,300,0
17,17,0.05167658405844122,15.0,22.0,0,300,0
18,18,0.052103750058449805,15.0,23.0,0,300,0
19,19,0.052534625050611794,15.0,24.0,0,300,0
20,20,0.05296254204586148,15.0,25.0,0,300,0
21,21,0.05339162505697459,15.0,26.0,0,300,0
22,22,0.05381895904429257,15.0,27.0,0,300,0
23,23,0.05424537498038262,15.0,28.0,0,300,0
24,24,0.05467579199466854,15.0,29.0,0,300,0
25,25,0.05510350002441555,15.0,30.0,0,300,0
26,26,0.055530291981995106,15.0,31.0,0,300,0
27,27,0.05595687497407198,15.0,32.0,0,300,0
28,28,0.056382167036645114,15.0,33.0,0,300,0
29,29,0.05680979206226766,15.0,34.0,0,300,0
30,30,0.057236584019847214,15.0,35.0,0,300,0
31,31,0.05766408401541412,15.0,36.0,0,300,0
32,32,0.058091499959118664,15.0,37.0,0,300,0
33,33,0.05852416704874486,15.0,38.0,0,300,0
34,34,0.058955834014341235,15.0,39.0,0,300,0
35,35,0.05938583402894437,15.0,40.0,0,300,0
36,36,0.05981462495401502,15.0,41.0,0,300,0
37,37,0.060246167005971074,15.0,42.0,0,300,0
38,38,0.06067737506236881,15.0,43.0,0,300,0
39,39,0.061108042020350695,15.0,44.0,0,300,0
40,40,0.062005584011785686,15.0,45.0,0,300,0
41,41,0.06252925004810095,15.0,46.0,0,300,0
42,42,0.06298533396329731,15.0,47.0,0,300,0
43,43,0.06354854197707027,15.0,48.0,0,300,0
44,44,0.06398862495552748,15.0,49.0,0,300,0
45,45,0.06443104206118733,15.0,50.0,0,300,0
46,46,0.06487041700165719,15.0,51.0,0,300,0
47,47,0.06530412496067584,15.0,52.0,0,300,0
48,48,0.06573816703166813,15.0,53.0,0,300,0
49,49,0.06658404204063118,13.0,55.0,0,300,0
50,50,0.06743137503508478,11.0,57.0,0,300,0
51,51,0.06786900002043694,11.0,58.0,0,300,0
52,52,0.06830349995288998,11.0,59.0,0,300,0
53,53,0.06874183402396739,11.0,60.0,0,300,0
54,54,0.06917820905800909,11.0,61.0,0,300,0
55,55,0.06961441703606397,11.0,62.0,0,300,0
56,56,0.0700483339605853,11.0,63.0,0,300,0
57,57,0.0704845420550555,11.0,64.0,0,300,0
58,58,0.07092287496197969,11.0,65.0,0,300,0
59,59,0.07176262501161546,10.0,67.0,0,300,0
60,60,0.07219937501940876,10.0,68.0,0,300,0
61,61,0.07352945895399898,10.0,69.0,0,300,0
62,62,0.07521845900919288,10.0,70.0,0,300,0
63,63,0.07698045903816819,10.0,71.0,0,300,0
64,64,0.0791215420467779,10.0,72.0,0,300,0
65,65,0.08104041696060449,10.0,73.0,0,300,0
66,66,0.08240137505345047,10.0,74.0,0,300,0
67,67,0.08441516698803753,10.0,75.0,0,300,0
68,68,0.08520908397622406,10.0,76.0,0,300,0
69,69,0.08612287498544902,9.0,78.0,0,300,0
70,70,0.08657220902387053,9.0,79.0,0,300,0
71,71,0.08742800005711615,8.0,81.0,0,300,0
72,72,0.08786866697482765,8.0,82.0,0,300,0
73,73,0.08831029199063778,8.0,83.0,0,300,0
74,74,0.08875466696918011,8.0,84.0,0,300,0
75,75,0.08919554203748703,8.0,85.0,0,300,0
76,76,0.0896386670647189,8.0,86.0,0,300,0
77,77,0.09012808406259865,8.0,87.0,0,300,0
78,78,0.09061829198617488,8.0,88.0,0,300,0
79,79,0.09106362506281585,8.0,89.0,0,300,0
80,80,0.0915069590555504,8.0,90.0,0,300,0
81,81,0.09194945904891938,8.0,91.0,0,300,0
82,82,0.09239295904990286,8.0,92.0,0,300,0
83,83,0.09283454203978181,8.0,93.0,0,300,0
84,84,0.09328487503807992,8.0,94.0,0,300,0
85,85,0.09372779203113168,8.0,95.0,0,300,0
86,86,0.09417195897549391,8.0,96.0,0,300,0
87,87,0.0946158750448376,8.0,97.0,0,300,0
88,88,0.095063625019975,8.0,98.0,0,300,0
89,89,0.09845141705591232,8.0,99.0,0,300,0
90,90,0.10029574995860457,8.0,100.0,0,300,0
91,91,0.10082570905797184,8.0,101.0,0,300,0
92,92,0.10174608405213803,8.0,102.0,0,300,0
93,93,0.10279641696251929,8.0,103.0,0,300,0
94,94,0.10336554201785475,8.0,104.0,0,300,0
95,95,0.1038358750520274,8.0,105.0,0,300,0
