,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,24.0,0,0.00100545899476856,"[2, 21, 8, 20, 1, 20, 19, 0, 14, 2, 20, 22, 3, 9, 20, 11, 15, 24, 6, 7, 21, 9, 9, 23, 19]",0,300,0
1,300,8.0,131,0.119291584007442,"[4, 21, 8, 20, 1, 10, 19, 0, 11, 2, 20, 22, 3, 15, 4, 11, 17, 24, 6, 13, 18, 13, 9, 23, 19]",0,300,0
