,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,8.0,0,0.00048399996012449265,"[2, 5, 9, 0, 4, 4, 8, 2, 0, 9]",0,300,0
1,300,3.0,75,0.03449291689321399,"[1, 5, 9, 0, 4, 4, 8, 6, 3, 7]",0,300,0
