,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.00010220799595117569,11.0,0.0,0,300,0
1,1,0.011282374965958297,13.0,2.0,0,300,0
2,2,0.011310708010569215,13.0,3.0,0,300,0
3,3,0.011348500032909214,14.0,5.0,0,300,0
4,4,0.011371457949280739,14.0,6.0,0,300,0
5,5,0.011410415987484157,16.0,8.0,0,300,0
6,6,0.011446333024650812,18.0,10.0,0,300,0
7,7,0.0114695830270648,18.0,11.0,0,300,0
8,8,0.011492499965243042,18.0,12.0,0,300,0
9,9,0.011519999941810966,18.0,13.0,0,300,0
10,10,0.01154733297880739,18.0,14.0,0,300,0
11,11,0.011571082985028625,18.0,15.0,0,300,0
12,12,0.011598540935665369,18.0,16.0,0,300,0
13,13,0.011626124964095652,18.0,17.0,0,300,0
14,14,0.011657082941383123,18.0,18.0,0,300,0
15,15,0.01168241596315056,18.0,19.0,0,300,0
16,16,0.011706833029165864,18.0,20.0,0,300,0
17,17,0.011733458028174937,18.0,21.0,0,300,0
18,18,0.011761207948438823,18.0,22.0,0,300,0
19,19,0.011787666007876396,18.0,23.0,0,300,0
20,20,0.01181366597302258,18.0,24.0,0,300,0
21,21,0.011839915998280048,18.0,25.0,0,300,0
22,22,0.011868290952406824,18.0,26.0,0,300,0
23,23,0.011894915951415896,18.0,27.0,0,300,0
24,24,0.011921625002287328,18.0,28.0,0,300,0
25,25,0.011950540938414633,18.0,29.0,0,300,0
26,26,0.011978541035205126,18.0,30.0,0,300,0
27,27,0.012006124947220087,18.0,31.0,0,300,0
28,28,0.01203420793171972,18.0,32.0,0,300,0
29,29,0.012061791028827429,18.0,33.0,0,300,0
30,30,0.012090165982954204,18.0,34.0,0,300,0
31,31,0.01211854093708098,18.0,35.0,0,300,0
32,32,0.012147124973125756,18.0,36.0,0,300,0
33,33,0.01217816595453769,18.0,37.0,0,300,0
34,34,0.012208124971948564,18.0,38.0,0,300,0
35,35,0.012249707942828536,20.0,40.0,0,300,0
36,36,0.012279124930500984,20.0,41.0,0,300,0
37,37,0.012308457982726395,20.0,42.0,0,300,0
38,38,0.01233837497420609,20.0,43.0,0,300,0
39,39,0.012383457971736789,22.0,45.0,0,300,0
40,40,0.012414208031259477,22.0,46.0,0,300,0
41,41,0.012445332948118448,22.0,47.0,0,300,0
42,42,0.012476040981709957,22.0,48.0,0,300,0
43,43,0.012507040984928608,22.0,49.0,0,300,0
44,44,0.01253837498370558,22.0,50.0,0,300,0
45,45,0.01257145800627768,22.0,51.0,0,300,0
46,46,0.012605582945980132,22.0,52.0,0,300,0
47,47,0.012638874934054911,22.0,53.0,0,300,0
48,48,0.012672040960751474,22.0,54.0,0,300,0
49,49,0.012705915956757963,22.0,55.0,0,300,0
50,50,0.012739083031192422,22.0,56.0,0,300,0
51,51,0.012771915993653238,22.0,57.0,0,300,0
52,52,0.012807665974833071,22.0,58.0,0,300,0
53,53,0.012843166012316942,22.0,59.0,0,300,0
54,54,0.01287708303425461,22.0,60.0,0,300,0
55,55,0.01291091600432992,22.0,61.0,0,300,0
56,56,0.012945040944032371,22.0,62.0,0,300,0
57,57,0.012980915955267847,22.0,63.0,0,300,0
58,58,0.013016041019000113,22.0,64.0,0,300,0
59,59,0.01305133302230388,22.0,65.0,0,300,0
60,60,0.013086208025924861,22.0,66.0,0,300,0
61,61,0.01312320795841515,22.0,67.0,0,300,0
62,62,0.013159665977582335,22.0,68.0,0,300,0
63,63,0.013195166015066206,22.0,69.0,0,300,0
64,64,0.013231165939942002,22.0,70.0,0,300,0
65,65,0.013269374961964786,22.0,71.0,0,300,0
66,66,0.01330641598906368,22.0,72.0,0,300,0
67,67,0.013343333033844829,22.0,73.0,0,300,0
68,68,0.01338041597045958,22.0,74.0,0,300,0
69,69,0.013417540933005512,22.0,75.0,0,300,0
70,70,0.013454915955662727,22.0,76.0,0,300,0
71,71,0.013492416008375585,22.0,77.0,0,300,0
72,72,0.013531332951970398,22.0,78.0,0,300,0
73,73,0.013570416020229459,22.0,79.0,0,300,0
74,74,0.013609707937575877,22.0,80.0,0,300,0
75,75,0.0136490409495309,22.0,81.0,0,300,0
76,76,0.013688790961168706,22.0,82.0,0,300,0
77,77,0.013734249980188906,22.0,83.0,0,300,0
78,78,0.013774791033938527,22.0,84.0,0,300,0
79,79,0.013815040932968259,22.0,85.0,0,300,0
80,80,0.013855458004400134,22.0,86.0,0,300,0
81,81,0.013896499993279576,22.0,87.0,0,300,0
82,82,0.013937750016339123,22.0,88.0,0,300,0
83,83,0.013979875016957521,22.0,89.0,0,300,0
84,84,0.014021790935657918,22.0,90.0,0,300,0
85,85,0.014063999988138676,22.0,91.0,0,300,0
86,86,0.014106499962508678,22.0,92.0,0,300,0
87,87,0.014149207971058786,22.0,93.0,0,300,0
88,88,0.014191041002050042,22.0,94.0,0,300,0
89,89,0.014232791028916836,22.0,95.0,0,300,0
