,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0009434169624000788,5.0,50.0,True,50,0.1,300
1,1,0.03538445895537734,9.0,102.0,True,50,0.1,300
2,2,0.03790037496946752,10.0,154.0,True,50,0.1,300
3,3,0.04014249995816499,10.0,205.0,True,50,0.1,300
4,4,0.04239629197400063,10.0,256.0,True,50,0.1,300
5,5,0.04467845906037837,10.0,307.0,True,50,0.1,300
6,6,0.046794958994723856,10.0,358.0,True,50,0.1,300
7,7,0.048877499997615814,10.0,409.0,True,50,0.1,300
8,8,0.050972625031135976,10.0,460.0,True,50,0.1,300
9,9,0.05308245902415365,10.0,511.0,True,50,0.1,300
10,10,0.0551874169614166,10.0,562.0,True,50,0.1,300
11,11,0.05749787495005876,10.0,613.0,True,50,0.1,300
12,12,0.059579874970950186,10.0,664.0,True,50,0.1,300
13,13,0.061656833975575864,10.0,715.0,True,50,0.1,300
14,14,0.06374179199337959,10.0,766.0,True,50,0.1,300
15,15,0.06584358401596546,10.0,817.0,True,50,0.1,300
16,16,0.06790374999400228,10.0,868.0,True,50,0.1,300
17,17,0.06996774999424815,10.0,919.0,True,50,0.1,300
18,18,0.0720314170466736,10.0,970.0,True,50,0.1,300
19,19,0.07408529205713421,10.0,1021.0,True,50,0.1,300
20,20,0.0761391669511795,10.0,1072.0,True,50,0.1,300
21,21,0.07820862496737391,10.0,1123.0,True,50,0.1,300
22,22,0.08032658405136317,10.0,1174.0,True,50,0.1,300
23,23,0.0824242919916287,10.0,1225.0,True,50,0.1,300
24,24,0.0845037919934839,10.0,1276.0,True,50,0.1,300
25,25,0.08655933395493776,10.0,1327.0,True,50,0.1,300
26,26,0.08861637499649078,10.0,1378.0,True,50,0.1,300
27,27,0.09066566696856171,10.0,1429.0,True,50,0.1,300
28,28,0.09271962498314679,10.0,1480.0,True,50,0.1,300
29,29,0.0951063750544563,10.0,1531.0,True,50,0.1,300
30,30,0.09728933405131102,10.0,1582.0,True,50,0.1,300
31,31,0.09946249995846301,10.0,1633.0,True,50,0.1,300
32,32,0.10159287496935576,10.0,1684.0,True,50,0.1,300
33,33,0.1037152090575546,10.0,1735.0,True,50,0.1,300
34,34,0.10581133398227394,10.0,1786.0,True,50,0.1,300
35,35,0.10790149995591491,10.0,1837.0,True,50,0.1,300
36,36,0.10999637504573911,10.0,1888.0,True,50,0.1,300
37,37,0.11209429195150733,10.0,1939.0,True,50,0.1,300
38,38,0.11419291701167822,10.0,1990.0,True,50,0.1,300
39,39,0.11628608405590057,10.0,2041.0,True,50,0.1,300
40,40,0.11835479200817645,10.0,2092.0,True,50,0.1,300
41,41,0.12040233402512968,10.0,2143.0,True,50,0.1,300
42,42,0.12245925003662705,10.0,2194.0,True,50,0.1,300
43,43,0.12453183403704315,10.0,2245.0,True,50,0.1,300
44,44,0.12658870895393193,10.0,2296.0,True,50,0.1,300
45,45,0.12865345901809633,10.0,2347.0,True,50,0.1,300
46,46,0.1307040840620175,10.0,2398.0,True,50,0.1,300
47,47,0.13275195902679116,10.0,2449.0,True,50,0.1,300
48,48,0.13480012502986938,10.0,2500.0,True,50,0.1,300
49,49,0.13685720902867615,10.0,2551.0,True,50,0.1,300
50,50,0.1389041249640286,10.0,2602.0,True,50,0.1,300
51,51,0.140961333992891,10.0,2653.0,True,50,0.1,300
52,52,0.14301287499256432,10.0,2704.0,True,50,0.1,300
53,0,0.0009434169624000788,5.0,50.0,True,50,0.2,300
54,1,0.03538445895537734,9.0,102.0,True,50,0.2,300
55,2,0.03790037496946752,10.0,154.0,True,50,0.2,300
56,3,0.04014249995816499,10.0,205.0,True,50,0.2,300
57,4,0.04239629197400063,10.0,256.0,True,50,0.2,300
58,5,0.04467845906037837,10.0,307.0,True,50,0.2,300
59,6,0.046794958994723856,10.0,358.0,True,50,0.2,300
60,7,0.048877499997615814,10.0,409.0,True,50,0.2,300
61,8,0.050972625031135976,10.0,460.0,True,50,0.2,300
62,9,0.05308245902415365,10.0,511.0,True,50,0.2,300
63,10,0.0551874169614166,10.0,562.0,True,50,0.2,300
64,11,0.05749787495005876,10.0,613.0,True,50,0.2,300
65,12,0.059579874970950186,10.0,664.0,True,50,0.2,300
66,13,0.061656833975575864,10.0,715.0,True,50,0.2,300
67,14,0.06374179199337959,10.0,766.0,True,50,0.2,300
