,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,53.0,0,0.001940457965247333,"[26, 1, 17, 14, 31, 8, 7, 13, 45, 17, 17, 21, 41, 34, 42, 18, 19, 13, 38, 40, 47, 10, 46, 13, 45, 2, 45, 42, 14, 11, 27, 29, 28, 9, 23, 25, 34, 15, 15, 29, 5, 37, 16, 43, 33, 33, 3, 6, 32, 20]",0,300,0
1,300,14.0,263,0.2748549999669194,"[26, 18, 33, 14, 8, 39, 22, 13, 45, 42, 12, 19, 27, 34, 24, 3, 19, 46, 38, 4, 47, 10, 46, 48, 30, 2, 48, 7, 1, 11, 31, 23, 11, 9, 23, 25, 34, 15, 21, 29, 5, 37, 16, 43, 41, 44, 3, 6, 32, 20]",0,300,0
