,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.0003446249756962061,35.0,0.0,50,0.05,300
1,1,0.011392417014576495,50.0,2.0,50,0.05,300
2,2,0.01295741694048047,51.0,4.0,50,0.05,300
3,3,0.014407124952413142,51.0,5.0,50,0.05,300
4,4,0.015876209014095366,57.0,7.0,50,0.05,300
5,5,0.017319625010713935,57.0,8.0,50,0.05,300
6,6,0.01875775004737079,57.0,9.0,50,0.05,300
7,7,0.020189999951981008,57.0,10.0,50,0.05,300
8,8,0.02162345894612372,57.0,11.0,50,0.05,300
9,9,0.023084916989319026,58.0,13.0,50,0.05,300
10,10,0.02451604197267443,58.0,14.0,50,0.05,300
11,11,0.025970916962251067,59.0,16.0,50,0.05,300
12,12,0.02739979198668152,59.0,17.0,50,0.05,300
13,13,0.028824083972722292,59.0,18.0,50,0.05,300
14,14,0.030282167019322515,60.0,20.0,50,0.05,300
15,15,0.03173545899335295,61.0,22.0,50,0.05,300
16,16,0.03319350001402199,62.0,24.0,50,0.05,300
17,17,0.03464037494268268,62.0,25.0,50,0.05,300
18,18,0.036063333973288536,62.0,26.0,50,0.05,300
19,19,0.037490874994546175,62.0,27.0,50,0.05,300
20,20,0.03891174995806068,62.0,28.0,50,0.05,300
21,21,0.04032354196533561,62.0,29.0,50,0.05,300
22,22,0.04173850000370294,62.0,30.0,50,0.05,300
23,23,0.04314795904792845,62.0,31.0,50,0.05,300
24,24,0.04460200003813952,63.0,33.0,50,0.05,300
25,25,0.04602141701616347,63.0,34.0,50,0.05,300
26,26,0.04746749997138977,64.0,36.0,50,0.05,300
27,27,0.04888466699048877,64.0,37.0,50,0.05,300
28,28,0.050317542045377195,64.0,38.0,50,0.05,300
29,29,0.051740208989940584,64.0,39.0,50,0.05,300
30,30,0.053149166982620955,64.0,40.0,50,0.05,300
31,31,0.05455537501256913,64.0,41.0,50,0.05,300
32,32,0.055968625005334616,64.0,42.0,50,0.05,300
33,33,0.05738387501332909,64.0,43.0,50,0.05,300
34,34,0.05882054194808006,64.0,44.0,50,0.05,300
35,35,0.06022629200015217,64.0,45.0,50,0.05,300
36,36,0.0616351249627769,64.0,46.0,50,0.05,300
37,37,0.06304670905228704,64.0,47.0,50,0.05,300
38,38,0.06445612502284348,64.0,48.0,50,0.05,300
39,39,0.06587229203432798,64.0,49.0,50,0.05,300
40,40,0.06728874996770173,64.0,50.0,50,0.05,300
41,41,0.06870349997188896,64.0,51.0,50,0.05,300
42,42,0.07011833402793854,64.0,52.0,50,0.05,300
43,43,0.07153437496162951,64.0,53.0,50,0.05,300
44,44,0.0729568749666214,64.0,54.0,50,0.05,300
45,45,0.0743634169921279,64.0,55.0,50,0.05,300
46,46,0.07579229201655835,64.0,56.0,50,0.05,300
47,47,0.077201833948493,64.0,57.0,50,0.05,300
48,48,0.0786142919678241,64.0,58.0,50,0.05,300
49,49,0.08003033394925296,64.0,59.0,50,0.05,300
50,50,0.08145525003783405,64.0,60.0,50,0.05,300
51,51,0.08286633400712162,64.0,61.0,50,0.05,300
52,52,0.08428516704589128,64.0,62.0,50,0.05,300
53,53,0.08569804194848984,64.0,63.0,50,0.05,300
54,54,0.08711445902008563,64.0,64.0,50,0.05,300
55,55,0.08852041698992252,64.0,65.0,50,0.05,300
56,56,0.08994099998380989,64.0,66.0,50,0.05,300
57,57,0.09134983399417251,64.0,67.0,50,0.05,300
58,58,0.09276458399835974,64.0,68.0,50,0.05,300
59,59,0.09417533397208899,64.0,69.0,50,0.05,300
60,60,0.09559050004463643,64.0,70.0,50,0.05,300
61,61,0.09700116701424122,64.0,71.0,50,0.05,300
62,62,0.10198695899453014,64.0,72.0,50,0.05,300
63,63,0.10886408400256187,64.0,73.0,50,0.05,300
64,64,0.11637820897158235,64.0,74.0,50,0.05,300
65,65,0.11784624995198101,64.0,75.0,50,0.05,300
66,66,0.11929266701918095,64.0,76.0,50,0.05,300
67,67,0.12072912498842925,64.0,77.0,50,0.05,300
68,68,0.12215495901182294,64.0,78.0,50,0.05,300
69,69,0.12363333394750953,66.0,80.0,50,0.05,300
70,70,0.12507837498560548,66.0,81.0,50,0.05,300
71,71,0.12876870902255177,66.0,82.0,50,0.05,300
72,72,0.13029679202008992,66.0,83.0,50,0.05,300
73,73,0.13175212498754263,66.0,84.0,50,0.05,300
74,74,0.13322062499355525,66.0,85.0,50,0.05,300
75,75,0.1346567920409143,66.0,86.0,50,0.05,300
76,76,0.1361530419671908,66.0,87.0,50,0.05,300
77,77,0.13758829201105982,66.0,88.0,50,0.05,300
78,78,0.13901541696395725,66.0,89.0,50,0.05,300
79,79,0.1404413339914754,66.0,90.0,50,0.05,300
80,80,0.14187695900909603,66.0,91.0,50,0.05,300
81,81,0.1433054170338437,66.0,92.0,50,0.05,300
82,82,0.14473512500990182,66.0,93.0,50,0.05,300
83,83,0.14623020903673023,66.0,94.0,50,0.05,300
84,84,0.1476712089497596,66.0,95.0,50,0.05,300
85,85,0.1491070840274915,66.0,96.0,50,0.05,300
86,86,0.150533500011079,66.0,97.0,50,0.05,300
87,87,0.15196616703178734,66.0,98.0,50,0.05,300
88,88,0.1534142920281738,66.0,99.0,50,0.05,300
89,89,0.15569262497592717,66.0,100.0,50,0.05,300
90,90,0.15737820893991739,66.0,101.0,50,0.05,300
91,91,0.15891445893794298,66.0,102.0,50,0.05,300
92,92,0.16038829204626381,66.0,103.0,50,0.05,300
93,93,0.16184750001411885,66.0,104.0,50,0.05,300
94,94,0.16329416702501476,66.0,105.0,50,0.05,300
95,95,0.1647218749858439,66.0,106.0,50,0.05,300
96,96,0.16617408394813538,66.0,107.0,50,0.05,300
97,97,0.1678537919651717,66.0,108.0,50,0.05,300
98,98,0.16937024996150285,66.0,109.0,50,0.05,300
99,99,0.17083974997512996,66.0,110.0,50,0.05,300
100,100,0.17258912499528378,66.0,111.0,50,0.05,300
101,101,0.17413637496065348,66.0,112.0,50,0.05,300
102,102,0.17560733400750905,66.0,113.0,50,0.05,300
103,103,0.17709079198539257,66.0,114.0,50,0.05,300
104,104,0.17856625001877546,66.0,115.0,50,0.05,300
105,105,0.1800128750037402,66.0,116.0,50,0.05,300
106,106,0.18146108405198902,66.0,117.0,50,0.05,300
107,107,0.1829005420440808,66.0,118.0,50,0.05,300
108,108,0.1843719589523971,66.0,119.0,50,0.05,300
109,109,0.18583929201122373,66.0,120.0,50,0.05,300
110,110,0.1875598339829594,66.0,121.0,50,0.05,300
111,111,0.1890769590390846,66.0,122.0,50,0.05,300
112,112,0.19142091704998165,66.0,123.0,50,0.05,300
113,113,0.19289254199247807,66.0,124.0,50,0.05,300
114,114,0.1943742500152439,66.0,125.0,50,0.05,300
115,115,0.19582962500862777,66.0,126.0,50,0.05,300
116,116,0.19729050004389137,66.0,127.0,50,0.05,300
117,117,0.1987530420301482,66.0,128.0,50,0.05,300
118,118,0.20021266699768603,66.0,129.0,50,0.05,300
119,119,0.20165750000160187,66.0,130.0,50,0.05,300
120,0,0.0003446249756962061,35.0,0.0,50,0.1,300
121,1,0.011392417014576495,50.0,2.0,50,0.1,300
122,2,0.01295741694048047,51.0,4.0,50,0.1,300
123,3,0.014407124952413142,51.0,5.0,50,0.1,300
124,4,0.015876209014095366,51.0,6.0,50,0.1,300
125,5,0.017319625010713935,53.0,8.0,50,0.1,300
126,6,0.01875775004737079,54.0,10.0,50,0.1,300
127,7,0.020189999951981008,56.0,12.0,50,0.1,300
128,8,0.02162345894612372,57.0,14.0,50,0.1,300
129,9,0.023084916989319026,58.0,16.0,50,0.1,300
130,10,0.02451604197267443,58.0,17.0,50,0.1,300
131,11,0.025970916962251067,58.0,18.0,50,0.1,300
132,12,0.02739979198668152,59.0,20.0,50,0.1,300
133,13,0.028824083972722292,59.0,21.0,50,0.1,300
134,14,0.030282167019322515,59.0,22.0,50,0.1,300
135,15,0.03173545899335295,61.0,24.0,50,0.1,300
136,16,0.03319350001402199,61.0,25.0,50,0.1,300
137,17,0.03464037494268268,62.0,27.0,50,0.1,300
138,18,0.036063333973288536,62.0,28.0,50,0.1,300
139,19,0.037490874994546175,62.0,29.0,50,0.1,300
140,20,0.03891174995806068,62.0,30.0,50,0.1,300
141,21,0.04032354196533561,62.0,31.0,50,0.1,300
142,22,0.04173850000370294,63.0,33.0,50,0.1,300
143,23,0.04314795904792845,63.0,34.0,50,0.1,300
144,24,0.04460200003813952,64.0,36.0,50,0.1,300
145,25,0.04602141701616347,64.0,37.0,50,0.1,300
146,26,0.04746749997138977,65.0,39.0,50,0.1,300
