,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.00017795793246477842,104.0,0.0,0,300,0
1,1,0.02373504196293652,104.0,1.0,0,300,0
2,2,0.023814250016584992,104.0,2.0,0,300,0
3,3,0.02394445799291134,106.0,4.0,0,300,0
4,4,0.024012916954234242,106.0,5.0,0,300,0
5,5,0.024081666953861713,106.0,6.0,0,300,0
6,6,0.02414970798417926,106.0,7.0,0,300,0
7,7,0.024218332953751087,106.0,8.0,0,300,0
8,8,0.0243432919960469,108.0,10.0,0,300,0
9,9,0.024416457978077233,108.0,11.0,0,300,0
10,10,0.024489041999913752,108.0,12.0,0,300,0
11,11,0.024558624951168895,108.0,13.0,0,300,0
12,12,0.024687582976184785,110.0,15.0,0,300,0
13,13,0.024818166974000633,112.0,17.0,0,300,0
14,14,0.024891417007893324,112.0,18.0,0,300,0
15,15,0.025019166991114616,114.0,20.0,0,300,0
16,16,0.02514699997846037,116.0,22.0,0,300,0
17,17,0.025217957911081612,116.0,23.0,0,300,0
18,18,0.025293916929513216,116.0,24.0,0,300,0
19,19,0.02536604192573577,116.0,25.0,0,300,0
20,20,0.025437708012759686,116.0,26.0,0,300,0
21,21,0.02551212499383837,116.0,27.0,0,300,0
22,22,0.02558849996421486,116.0,28.0,0,300,0
23,23,0.02566308295354247,116.0,29.0,0,300,0
24,24,0.025737624964676797,116.0,30.0,0,300,0
25,25,0.025815082946792245,116.0,31.0,0,300,0
26,26,0.025890916935168207,116.0,32.0,0,300,0
27,27,0.025966207962483168,116.0,33.0,0,300,0
28,28,0.026041499921120703,116.0,34.0,0,300,0
29,29,0.026114666950888932,116.0,35.0,0,300,0
30,30,0.026244916953146458,118.0,37.0,0,300,0
31,31,0.026318375021219254,118.0,38.0,0,300,0
32,32,0.026392207946628332,118.0,39.0,0,300,0
33,33,0.026468291995115578,118.0,40.0,0,300,0
34,34,0.026543500018306077,118.0,41.0,0,300,0
35,35,0.026618166943080723,118.0,42.0,0,300,0
36,36,0.02669312502257526,118.0,43.0,0,300,0
37,37,0.02676787495147437,118.0,44.0,0,300,0
38,38,0.02684274991042912,118.0,45.0,0,300,0
39,39,0.026918667019344866,118.0,46.0,0,300,0
40,40,0.02699508296791464,118.0,47.0,0,300,0
41,41,0.027072208002209663,118.0,48.0,0,300,0
42,42,0.0271490829763934,118.0,49.0,0,300,0
43,43,0.027286874945275486,120.0,51.0,0,300,0
44,44,0.027364625013433397,120.0,52.0,0,300,0
45,45,0.027503208024427295,122.0,54.0,0,300,0
