,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,5.0,0,0.00019595795311033726,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 0]",0,300,0
1,300,10.0,305,0.04875466600060463,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,300,0
