,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,25.0,0,0.0009822919964790344,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,0.1,0.99,0.001,0.09999901276842608,0.1,300
1,300,4.0,359,0.7372818749863654,"[15, 10, 6, 4, 9, 18, 20, 13, 24, 11, 0, 23, 5, 16, 21, 2, 12, 1, 3, 8, 19, 15, 8, 14, 7]",geometric,0.1,0.99,0.001,0.09926174553882516,0.1,300
2,0,25.0,0,0.0009110000682994723,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,0.5,0.99,0.001,0.49999542209263287,0.5,300
3,300,4.0,359,0.2594491250347346,"[15, 10, 6, 4, 9, 18, 20, 13, 24, 11, 0, 23, 5, 16, 21, 2, 12, 1, 3, 8, 19, 15, 8, 14, 7]",geometric,0.5,0.99,0.001,0.49869792293210025,0.5,300
4,0,25.0,0,0.0009365839650854468,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,1.0,0.99,0.001,0.9999905870608978,1.0,300
5,300,5.0,384,0.2081088749691844,"[14, 1, 17, 24, 8, 18, 3, 19, 7, 11, 6, 9, 5, 21, 24, 16, 23, 12, 7, 24, 2, 15, 8, 10, 4]",geometric,1.0,0.99,0.001,0.9979106217084551,1.0,300
6,0,25.0,0,0.0009594580624252558,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,2.0,0.99,0.001,1.9999807143414554,2.0,300
7,300,7.0,408,0.2593485419638455,"[24, 11, 13, 2, 16, 19, 24, 9, 17, 22, 10, 15, 6, 20, 7, 21, 21, 0, 5, 3, 12, 20, 18, 4, 4]",geometric,2.0,0.99,0.001,1.9947937082516616,2.0,300
8,0,25.0,0,0.0010043340735137463,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,5.0,0.99,0.001,4.999949530780976,5.0,300
9,300,8.0,464,0.24941712501458824,"[2, 11, 7, 1, 22, 5, 21, 13, 24, 20, 18, 8, 15, 4, 23, 0, 14, 1, 5, 5, 19, 14, 3, 13, 19]",geometric,5.0,0.99,0.001,4.987482066698475,5.0,300
10,0,25.0,0,0.0010091669391840696,"[22, 17, 24, 12, 9, 6, 16, 19, 23, 22, 0, 13, 8, 24, 24, 11, 18, 1, 3, 7, 17, 9, 19, 14, 24]",geometric,10.0,0.99,0.001,9.999898575847636,10,300
11,300,10.0,515,0.32818791700992733,"[24, 13, 24, 5, 11, 18, 7, 21, 23, 18, 14, 2, 17, 9, 11, 6, 21, 3, 1, 22, 19, 14, 20, 13, 16]",geometric,10.0,0.99,0.001,9.967070349524178,10,300
