,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.001584624988026917,7.0,5.0,5,0.05,300
1,1,0.04727083304896951,7.0,11.0,5,0.05,300
2,2,0.04846820805687457,7.0,17.0,5,0.05,300
3,3,0.04964991705492139,7.0,23.0,5,0.05,300
4,4,0.050823083030991256,7.0,29.0,5,0.05,300
5,5,0.051991333020851016,7.0,35.0,5,0.05,300
6,6,0.05316716700326651,7.0,41.0,5,0.05,300
7,7,0.05433920805808157,7.0,47.0,5,0.05,300
8,8,0.05568595801014453,6.0,54.0,5,0.05,300
9,9,0.05686033295933157,6.0,60.0,5,0.05,300
10,10,0.058033374953083694,6.0,66.0,5,0.05,300
11,11,0.05920187500305474,6.0,72.0,5,0.05,300
12,12,0.06037341698538512,6.0,78.0,5,0.05,300
13,13,0.061541875009424984,6.0,84.0,5,0.05,300
14,14,0.06271191698033363,6.0,90.0,5,0.05,300
15,15,0.06388037500437349,6.0,96.0,5,0.05,300
16,16,0.06504683301318437,6.0,102.0,5,0.05,300
17,17,0.0662112080026418,6.0,108.0,5,0.05,300
18,18,0.06737645796965808,6.0,114.0,5,0.05,300
19,19,0.06853995798155665,6.0,120.0,5,0.05,300
20,20,0.06970129196997732,6.0,126.0,5,0.05,300
21,21,0.07086350000463426,6.0,132.0,5,0.05,300
22,22,0.07202774996403605,6.0,138.0,5,0.05,300
23,23,0.07319362496491522,6.0,144.0,5,0.05,300
24,24,0.07435650005936623,6.0,150.0,5,0.05,300
25,25,0.07552245806436986,6.0,156.0,5,0.05,300
26,26,0.0766863749595359,6.0,162.0,5,0.05,300
27,27,0.07785087497904897,6.0,168.0,5,0.05,300
28,28,0.07901300000958145,6.0,174.0,5,0.05,300
29,29,0.08017895801458508,6.0,180.0,5,0.05,300
30,30,0.08135058300103992,6.0,186.0,5,0.05,300
31,31,0.08252266701310873,6.0,192.0,5,0.05,300
32,32,0.08369791705626994,6.0,198.0,5,0.05,300
33,33,0.08488079195376486,6.0,204.0,5,0.05,300
34,34,0.08605762501247227,6.0,210.0,5,0.05,300
35,35,0.0872432499891147,6.0,216.0,5,0.05,300
36,36,0.0884142080321908,6.0,222.0,5,0.05,300
37,37,0.08958791696932167,6.0,228.0,5,0.05,300
