,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.00088900001719594,31.0,50.0,True,50,0.1,300
1,1,0.031079000094905496,36.0,102.0,True,50,0.1,300
2,2,0.03840279206633568,36.0,153.0,True,50,0.1,300
3,3,0.04559858306311071,36.0,204.0,True,50,0.1,300
4,4,0.05323150008916855,36.0,255.0,True,50,0.1,300
5,5,0.06062395800836384,36.0,306.0,True,50,0.1,300
6,6,0.06793966703116894,36.0,357.0,True,50,0.1,300
7,7,0.07520295807626098,36.0,408.0,True,50,0.1,300
8,8,0.08986558299511671,36.0,459.0,True,50,0.1,300
9,9,0.09812820807565004,36.0,510.0,True,50,0.1,300
10,10,0.10546379210427403,36.0,561.0,True,50,0.1,300
11,11,0.11276208306662738,36.0,612.0,True,50,0.1,300
12,12,0.12010054208803922,36.0,663.0,True,50,0.1,300
13,13,0.1273696250282228,36.0,714.0,True,50,0.1,300
14,14,0.13456041703466326,38.0,766.0,True,50,0.1,300
15,15,0.14084562507923692,38.0,817.0,True,50,0.1,300
16,16,0.14796562504488975,38.0,868.0,True,50,0.1,300
17,17,0.16217287501785904,38.0,919.0,True,50,0.1,300
18,18,0.17068258300423622,38.0,970.0,True,50,0.1,300
19,19,0.18790337501559407,38.0,1021.0,True,50,0.1,300
20,20,0.19587475003208965,38.0,1072.0,True,50,0.1,300
21,21,0.20308158302213997,38.0,1123.0,True,50,0.1,300
22,22,0.21023200009949505,38.0,1174.0,True,50,0.1,300
23,23,0.2173476250609383,38.0,1225.0,True,50,0.1,300
24,24,0.2319497080752626,38.0,1276.0,True,50,0.1,300
25,25,0.24350870808120817,38.0,1327.0,True,50,0.1,300
26,26,0.25519950001034886,38.0,1378.0,True,50,0.1,300
27,27,0.2706004170468077,38.0,1429.0,True,50,0.1,300
28,28,0.2787578330608085,38.0,1480.0,True,50,0.1,300
29,29,0.29099608305841684,38.0,1531.0,True,50,0.1,300
30,30,0.29817754204850644,38.0,1582.0,True,50,0.1,300
31,31,0.30529950000345707,38.0,1633.0,True,50,0.1,300
32,32,0.3179655420826748,38.0,1684.0,True,50,0.1,300
33,33,0.33676466706674546,38.0,1735.0,True,50,0.1,300
34,34,0.3455122500890866,38.0,1786.0,True,50,0.1,300
35,35,0.36134204210247844,38.0,1837.0,True,50,0.1,300
36,36,0.37735141708981246,38.0,1888.0,True,50,0.1,300
37,37,0.38525233301334083,38.0,1939.0,True,50,0.1,300
38,38,0.3925419170409441,38.0,1990.0,True,50,0.1,300
39,39,0.3996628330787644,38.0,2041.0,True,50,0.1,300
40,40,0.4143116670893505,38.0,2092.0,True,50,0.1,300
41,41,0.4219527500681579,38.0,2143.0,True,50,0.1,300
42,42,0.4365204580826685,38.0,2194.0,True,50,0.1,300
43,43,0.44409816700499505,38.0,2245.0,True,50,0.1,300
44,44,0.4518535000970587,38.0,2296.0,True,50,0.1,300
45,45,0.4594500419916585,38.0,2347.0,True,50,0.1,300
46,46,0.4667377080768347,38.0,2398.0,True,50,0.1,300
47,47,0.47392691706772894,38.0,2449.0,True,50,0.1,300
48,48,0.4811378330923617,38.0,2500.0,True,50,0.1,300
49,49,0.48834691708907485,38.0,2551.0,True,50,0.1,300
50,50,0.49580920801963657,38.0,2602.0,True,50,0.1,300
51,51,0.5032432080479339,38.0,2653.0,True,50,0.1,300
52,52,0.5107684170361608,38.0,2704.0,True,50,0.1,300
53,53,0.5182352920528501,38.0,2755.0,True,50,0.1,300
54,54,0.5254798750393093,38.0,2806.0,True,50,0.1,300
55,55,0.5324184170458466,38.0,2857.0,True,50,0.1,300
56,56,0.5391491249902174,38.0,2908.0,True,50,0.1,300
57,57,0.5462254170561209,38.0,2959.0,True,50,0.1,300
58,58,0.5535859999945387,38.0,3010.0,True,50,0.1,300
59,59,0.5607235830975696,38.0,3061.0,True,50,0.1,300
60,60,0.5684630830073729,38.0,3112.0,True,50,0.1,300
61,61,0.576542166993022,38.0,3163.0,True,50,0.1,300
62,62,0.5838234580587596,38.0,3214.0,True,50,0.1,300
63,63,0.5909066670574248,38.0,3265.0,True,50,0.1,300
64,64,0.5979521670378745,38.0,3316.0,True,50,0.1,300
65,0,0.00088900001719594,31.0,50.0,True,50,0.2,300
66,1,0.031079000094905496,38.0,102.0,True,50,0.2,300
67,2,0.03840279206633568,38.0,153.0,True,50,0.2,300
68,3,0.04559858306311071,39.0,205.0,True,50,0.2,300
69,4,0.05323150008916855,40.0,257.0,True,50,0.2,300
70,5,0.06062395800836384,42.0,309.0,True,50,0.2,300
71,6,0.06793966703116894,42.0,360.0,True,50,0.2,300
72,7,0.07520295807626098,42.0,411.0,True,50,0.2,300
73,8,0.08986558299511671,42.0,462.0,True,50,0.2,300
74,9,0.09812820807565004,42.0,513.0,True,50,0.2,300
75,10,0.10546379210427403,42.0,564.0,True,50,0.2,300
76,11,0.11276208306662738,44.0,616.0,True,50,0.2,300
77,12,0.12010054208803922,45.0,668.0,True,50,0.2,300
78,13,0.1273696250282228,45.0,719.0,True,50,0.2,300
79,14,0.13456041703466326,46.0,771.0,True,50,0.2,300
80,15,0.14084562507923692,46.0,822.0,True,50,0.2,300
81,16,0.14796562504488975,46.0,873.0,True,50,0.2,300
82,17,0.16217287501785904,46.0,924.0,True,50,0.2,300
83,18,0.17068258300423622,46.0,975.0,True,50,0.2,300
84,19,0.18790337501559407,46.0,1026.0,True,50,0.2,300
85,20,0.19587475003208965,46.0,1077.0,True,50,0.2,300
86,21,0.20308158302213997,46.0,1128.0,True,50,0.2,300
87,22,0.21023200009949505,46.0,1179.0,True,50,0.2,300
88,23,0.2173476250609383,46.0,1230.0,True,50,0.2,300
89,24,0.2319497080752626,46.0,1281.0,True,50,0.2,300
90,25,0.24350870808120817,46.0,1332.0,True,50,0.2,300
91,26,0.25519950001034886,46.0,1383.0,True,50,0.2,300
92,27,0.2706004170468077,46.0,1434.0,True,50,0.2,300
93,28,0.2787578330608085,46.0,1485.0,True,50,0.2,300
94,29,0.29099608305841684,46.0,1536.0,True,50,0.2,300
95,30,0.29817754204850644,46.0,1587.0,True,50,0.2,300
96,31,0.30529950000345707,46.0,1638.0,True,50,0.2,300
97,32,0.3179655420826748,46.0,1689.0,True,50,0.2,300
