,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.022877125069499016,26.0,50.0,True,50,0.1,300
1,1,0.11062233301345259,16.0,102.0,True,50,0.1,300
2,2,0.18515787506476045,16.0,153.0,True,50,0.1,300
3,3,0.2674500410212204,16.0,204.0,True,50,0.1,300
4,4,0.3503248750930652,16.0,255.0,True,50,0.1,300
5,5,0.45412245800253004,16.0,306.0,True,50,0.1,300
6,6,0.5436594580532983,16.0,357.0,True,50,0.1,300
7,7,0.6347762499935925,16.0,408.0,True,50,0.1,300
8,8,0.7143033749889582,16.0,459.0,True,50,0.1,300
9,9,0.7992066660663113,16.0,510.0,True,50,0.1,300
10,10,0.8912061660084873,16.0,561.0,True,50,0.1,300
11,11,0.9810845410684124,16.0,612.0,True,50,0.1,300
12,12,1.0628410410135984,16.0,663.0,True,50,0.1,300
13,13,1.1561326250666752,16.0,714.0,True,50,0.1,300
14,14,1.2515965410275385,16.0,765.0,True,50,0.1,300
15,15,1.325835083029233,16.0,816.0,True,50,0.1,300
16,16,1.409897666075267,16.0,867.0,True,50,0.1,300
17,17,1.493800916010514,16.0,918.0,True,50,0.1,300
18,18,1.5840820830781013,16.0,969.0,True,50,0.1,300
19,19,1.6691247910493985,16.0,1020.0,True,50,0.1,300
20,20,1.749845416052267,16.0,1071.0,True,50,0.1,300
21,21,1.8275411661015823,16.0,1122.0,True,50,0.1,300
22,22,1.9229515000479296,16.0,1173.0,True,50,0.1,300
23,23,2.021220250055194,16.0,1224.0,True,50,0.1,300
24,24,2.0950348750920966,16.0,1275.0,True,50,0.1,300
25,25,2.1685355830704793,16.0,1326.0,True,50,0.1,300
26,26,2.265933708054945,16.0,1377.0,True,50,0.1,300
27,27,2.3627342079998925,16.0,1428.0,True,50,0.1,300
28,28,2.4531454580137506,16.0,1479.0,True,50,0.1,300
29,29,2.5633025410352275,16.0,1530.0,True,50,0.1,300
30,30,2.6571133750258014,16.0,1581.0,True,50,0.1,300
31,31,2.746615375042893,16.0,1632.0,True,50,0.1,300
32,32,2.8391687500989065,16.0,1683.0,True,50,0.1,300
33,33,2.9210307910107076,16.0,1734.0,True,50,0.1,300
34,34,3.0035009999992326,16.0,1785.0,True,50,0.1,300
35,35,3.077554791001603,16.0,1836.0,True,50,0.1,300
36,36,3.1612991660367697,16.0,1887.0,True,50,0.1,300
37,37,3.235765582998283,16.0,1938.0,True,50,0.1,300
38,38,3.3288516660686582,16.0,1989.0,True,50,0.1,300
39,39,3.4187276660231873,16.0,2040.0,True,50,0.1,300
40,40,3.50821162504144,16.0,2091.0,True,50,0.1,300
41,41,3.590074166073464,16.0,2142.0,True,50,0.1,300
42,42,3.6725691250758246,16.0,2193.0,True,50,0.1,300
43,43,3.7462471660692245,16.0,2244.0,True,50,0.1,300
44,44,3.8315148750552908,16.0,2295.0,True,50,0.1,300
45,45,3.9491955830017105,16.0,2346.0,True,50,0.1,300
46,46,4.049764250055887,16.0,2397.0,True,50,0.1,300
47,47,4.123670750064775,16.0,2448.0,True,50,0.1,300
48,48,4.199481500079855,16.0,2499.0,True,50,0.1,300
49,49,4.296007458004169,16.0,2550.0,True,50,0.1,300
50,50,4.394102875026874,16.0,2601.0,True,50,0.1,300
51,51,4.487796583096497,16.0,2652.0,True,50,0.1,300
