,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,5.0,0,0.00015733297914266586,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",0,300,0
1,300,10.0,305,0.04899824992753565,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,300,0
