,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,60.0,0,0.0018365420401096344,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,0.1,0.99,0.001,0.09999815423060332,0.1,300
1,300,11.0,377,0.5165380000835285,"[2, 17, 15, 31, 48, 25, 43, 14, 29, 3, 18, 42, 1, 47, 33, 39, 49, 9, 26, 44, 35, 6, 13, 27, 40, 37, 19, 25, 28, 7, 10, 0, 46, 36, 5, 23, 20, 4, 19, 45, 39, 7, 38, 18, 7, 22, 16, 12, 24, 32]",geometric,0.1,0.99,0.001,0.09948220715451093,0.1,300
2,0,60.0,0,0.0018367080483585596,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,0.5,0.99,0.001,0.49999077031881267,0.5,300
3,300,15.0,398,0.522072916966863,"[0, 7, 34, 31, 13, 45, 26, 2, 29, 6, 18, 0, 1, 38, 43, 38, 32, 44, 2, 9, 19, 39, 7, 21, 3, 49, 41, 25, 42, 30, 10, 17, 14, 36, 15, 23, 49, 4, 40, 16, 2, 35, 33, 12, 46, 20, 1, 34, 24, 48]",geometric,0.5,0.99,0.001,0.49738336667366345,0.5,300
4,0,60.0,0,0.001824165927246213,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,1.0,0.99,0.001,0.9999816666878358,1.0,300
5,300,15.0,397,0.49530520802363753,"[4, 21, 34, 2, 15, 3, 43, 11, 30, 12, 18, 30, 17, 1, 33, 38, 32, 9, 25, 44, 20, 6, 8, 10, 40, 49, 41, 29, 42, 28, 7, 0, 14, 36, 31, 26, 45, 13, 44, 20, 24, 35, 38, 44, 7, 34, 16, 13, 37, 5]",geometric,1.0,0.99,0.001,0.9950343859364071,1.0,300
6,0,60.0,0,0.0018498749705031514,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,2.0,0.99,0.001,1.9999628166161743,2.0,300
7,300,18.0,430,0.46751916699577123,"[24, 32, 28, 2, 16, 3, 15, 2, 27, 6, 2, 0, 34, 42, 31, 38, 32, 45, 4, 9, 11, 39, 15, 22, 30, 19, 41, 29, 28, 7, 10, 0, 19, 49, 30, 3, 49, 12, 1, 20, 2, 35, 8, 44, 14, 48, 17, 5, 13, 8]",geometric,2.0,0.99,0.001,1.9906245941818679,2.0,300
8,0,60.0,0,0.0017839999636635184,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,5.0,0.99,0.001,4.999910351809702,5.0,300
9,300,22.0,490,0.48310850001871586,"[3, 17, 33, 13, 13, 38, 32, 2, 16, 11, 29, 0, 4, 47, 8, 43, 28, 37, 35, 49, 41, 43, 40, 3, 6, 24, 26, 30, 12, 7, 34, 10, 46, 49, 15, 22, 49, 14, 31, 27, 25, 6, 32, 24, 12, 36, 5, 22, 48, 38]",geometric,5.0,0.99,0.001,4.975781828671093,5.0,300
10,0,60.0,0,0.0019152500899508595,"[2, 21, 8, 31, 1, 19, 32, 46, 34, 3, 30, 41, 11, 47, 24, 38, 39, 21, 41, 41, 19, 30, 13, 10, 3, 4, 18, 14, 23, 30, 12, 30, 46, 36, 4, 41, 45, 24, 12, 16, 39, 7, 1, 12, 34, 1, 36, 7, 13, 14]",geometric,10.0,0.99,0.001,9.999807512786115,10,300
11,300,31.0,513,0.5877526249969378,"[4, 17, 33, 2, 12, 2, 36, 14, 13, 11, 18, 30, 35, 2, 29, 42, 49, 35, 35, 9, 41, 43, 16, 3, 48, 1, 41, 27, 12, 22, 4, 3, 38, 23, 15, 39, 49, 12, 40, 6, 0, 21, 20, 16, 14, 36, 34, 13, 28, 48]",geometric,10.0,0.99,0.001,9.941103013987595,10,300
