,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,8.0,50,0.009536457946524024,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.05,300
1,300,0.0,1635,0.6825788329588249,"[2, 4, 7, 1, 8, 6, 0, 3, 5, 9]",50,0.05,300
2,0,8.0,50,0.009537750040180981,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.1,300
3,300,2.0,2704,0.582265582983382,"[0, 4, 6, 8, 2, 7, 5, 3, 1, 4]",50,0.1,300
4,0,8.0,50,0.0094609169755131,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.2,300
5,300,1.0,3471,1.0892502500209957,"[3, 9, 7, 2, 8, 6, 1, 9, 0, 5]",50,0.2,300
6,0,8.0,50,0.00955741701181978,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.4,300
7,300,1.0,3575,0.8179327920079231,"[4, 9, 1, 6, 9, 7, 0, 8, 3, 5]",50,0.4,300
8,0,8.0,50,0.012733624898828566,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.6,300
9,300,1.0,3420,0.8637744169682264,"[7, 7, 1, 3, 8, 0, 4, 9, 5, 2]",50,0.6,300
10,0,8.0,50,0.009484041947871447,"[0, 6, 2, 9, 4, 4, 5, 3, 5, 2]",50,0.8,300
11,300,2.0,3266,0.7406390840187669,"[5, 9, 4, 0, 2, 9, 1, 6, 8, 3]",50,0.8,300
