,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.009929082938469946,8.0,50.0,True,50,0.1,300
1,1,0.04612395795993507,3.0,102.0,True,50,0.1,300
2,2,0.06129099999088794,3.0,153.0,True,50,0.1,300
3,3,0.0849350419593975,3.0,204.0,True,50,0.1,300
4,4,0.10079141694586724,3.0,255.0,True,50,0.1,300
5,5,0.1209727079840377,3.0,306.0,True,50,0.1,300
6,6,0.13684895797632635,3.0,357.0,True,50,0.1,300
7,7,0.15243887493852526,3.0,408.0,True,50,0.1,300
8,8,0.17666020803153515,3.0,459.0,True,50,0.1,300
9,9,0.19233362493105233,3.0,510.0,True,50,0.1,300
10,10,0.2079333330038935,3.0,561.0,True,50,0.1,300
11,11,0.22347558301407844,3.0,612.0,True,50,0.1,300
12,12,0.23918362497352064,3.0,663.0,True,50,0.1,300
13,13,0.2546792080393061,3.0,714.0,True,50,0.1,300
14,14,0.27014508296269923,3.0,765.0,True,50,0.1,300
15,15,0.2855849580373615,3.0,816.0,True,50,0.1,300
16,16,0.3082631250144914,3.0,867.0,True,50,0.1,300
17,17,0.32391041703522205,3.0,918.0,True,50,0.1,300
18,18,0.34109524998348206,3.0,969.0,True,50,0.1,300
19,19,0.3715061249677092,3.0,1020.0,True,50,0.1,300
20,20,0.3904811249813065,3.0,1071.0,True,50,0.1,300
21,21,0.4066367920022458,3.0,1122.0,True,50,0.1,300
22,22,0.4221375830238685,3.0,1173.0,True,50,0.1,300
23,23,0.4378804579610005,3.0,1224.0,True,50,0.1,300
24,24,0.46026404201984406,3.0,1275.0,True,50,0.1,300
25,25,0.48461479193065315,3.0,1326.0,True,50,0.1,300
26,26,0.5009739169618115,3.0,1377.0,True,50,0.1,300
27,27,0.5293766249669716,3.0,1428.0,True,50,0.1,300
28,28,0.5585645829560235,3.0,1479.0,True,50,0.1,300
29,29,0.581719332956709,3.0,1530.0,True,50,0.1,300
30,30,0.597470041946508,3.0,1581.0,True,50,0.1,300
31,31,0.6130633749999106,3.0,1632.0,True,50,0.1,300
32,32,0.6320371669717133,3.0,1683.0,True,50,0.1,300
33,33,0.651378917042166,3.0,1734.0,True,50,0.1,300
34,34,0.6669382499530911,3.0,1785.0,True,50,0.1,300
35,35,0.6905478750122711,3.0,1836.0,True,50,0.1,300
36,36,0.7131462920224294,3.0,1887.0,True,50,0.1,300
37,37,0.7287024169927463,3.0,1938.0,True,50,0.1,300
38,38,0.7593370829708874,3.0,1989.0,True,50,0.1,300
