,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,3.0,0,0.0002067500026896596,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,300,0
1,300,10.0,307,0.12322045804467052,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,300,0
