,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,5.0,50,0.0009663340169936419,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",True,50,0.1,300
1,300,10.0,2652,0.13568804203532636,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.1,300
2,0,5.0,50,0.0007639590185135603,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",True,50,0.2,300
3,300,10.0,2704,0.16530779202003032,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.2,300
4,0,5.0,50,0.0008010410238057375,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",True,50,0.4,300
5,300,10.0,2652,0.1392399580217898,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.4,300
6,0,5.0,50,0.0007877079769968987,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",True,50,0.5,300
7,300,10.0,2652,0.31267129094339907,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.5,300
8,0,5.0,50,0.0007773330435156822,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",True,50,0.7,300
9,300,10.0,2756,0.15032933303155005,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",True,50,0.7,300
