,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.000968958018347621,119.0,50.0,True,50,0.1,300
1,1,0.07880775001831353,158.0,102.0,True,50,0.1,300
2,2,0.12318845791742206,167.0,154.0,True,50,0.1,300
3,3,0.17065633297897875,167.0,205.0,True,50,0.1,300
4,4,0.22713104193098843,167.0,256.0,True,50,0.1,300
5,5,0.38527666695881635,167.0,307.0,True,50,0.1,300
6,6,0.49758720793761313,167.0,358.0,True,50,0.1,300
7,7,0.5690629580058157,167.0,409.0,True,50,0.1,300
8,8,0.6372228330001235,167.0,460.0,True,50,0.1,300
9,9,0.7160411669174209,167.0,511.0,True,50,0.1,300
10,10,0.7900265000062063,167.0,562.0,True,50,0.1,300
11,11,0.8645585420308635,167.0,613.0,True,50,0.1,300
12,12,0.9455611249431968,167.0,664.0,True,50,0.1,300
13,13,1.0268304999917746,167.0,715.0,True,50,0.1,300
14,14,1.1057454579276964,167.0,766.0,True,50,0.1,300
15,15,1.1888648750027642,167.0,817.0,True,50,0.1,300
16,16,1.266585666919127,167.0,868.0,True,50,0.1,300
17,17,1.3447315419325605,167.0,919.0,True,50,0.1,300
18,18,1.4184165420010686,167.0,970.0,True,50,0.1,300
19,19,1.4839621669379994,167.0,1021.0,True,50,0.1,300
20,20,1.5431967499898747,167.0,1072.0,True,50,0.1,300
21,21,1.6124542499892414,167.0,1123.0,True,50,0.1,300
22,22,1.6970402079168707,167.0,1174.0,True,50,0.1,300
23,23,1.7681257500080392,167.0,1225.0,True,50,0.1,300
24,24,1.8327182079665363,167.0,1276.0,True,50,0.1,300
25,25,1.91109291696921,167.0,1327.0,True,50,0.1,300
26,26,1.981305917026475,167.0,1378.0,True,50,0.1,300
27,27,2.057095624972135,167.0,1429.0,True,50,0.1,300
28,28,2.1185602919431403,167.0,1480.0,True,50,0.1,300
29,29,2.1936007499461994,167.0,1531.0,True,50,0.1,300
30,30,2.2690060830209404,167.0,1582.0,True,50,0.1,300
31,31,2.3411090000299737,167.0,1633.0,True,50,0.1,300
32,32,2.4018829580163583,167.0,1684.0,True,50,0.1,300
33,33,2.4695466249249876,167.0,1735.0,True,50,0.1,300
34,34,2.5478658749489114,167.0,1786.0,True,50,0.1,300
35,35,2.6285492919851094,167.0,1837.0,True,50,0.1,300
36,36,2.6974595829378814,167.0,1888.0,True,50,0.1,300
37,37,2.767821916961111,167.0,1939.0,True,50,0.1,300
38,38,2.8502659579971805,167.0,1990.0,True,50,0.1,300
39,39,2.9118845829507336,167.0,2041.0,True,50,0.1,300
40,40,2.980266207945533,167.0,2092.0,True,50,0.1,300
41,41,3.04588245798368,167.0,2143.0,True,50,0.1,300
42,42,3.121381082921289,167.0,2194.0,True,50,0.1,300
43,43,3.1969779999926686,167.0,2245.0,True,50,0.1,300
44,44,3.2668974170228466,167.0,2296.0,True,50,0.1,300
45,45,3.3353285419289023,167.0,2347.0,True,50,0.1,300
46,46,3.416859791963361,167.0,2398.0,True,50,0.1,300
47,47,3.4799969169544056,167.0,2449.0,True,50,0.1,300
48,48,3.5476297079585493,167.0,2500.0,True,50,0.1,300
49,49,3.6203114999225363,167.0,2551.0,True,50,0.1,300
50,50,3.6790792079409584,167.0,2602.0,True,50,0.1,300
51,51,3.7390637079952285,167.0,2653.0,True,50,0.1,300
52,52,3.8094258749624714,167.0,2704.0,True,50,0.1,300
53,0,0.000968958018347621,119.0,50.0,True,50,0.2,300
54,1,0.07880775001831353,151.0,102.0,True,50,0.2,300
55,2,0.12318845791742206,158.0,154.0,True,50,0.2,300
56,3,0.17065633297897875,164.0,206.0,True,50,0.2,300
57,4,0.22713104193098843,169.0,258.0,True,50,0.2,300
58,5,0.38527666695881635,171.0,310.0,True,50,0.2,300
59,6,0.49758720793761313,173.0,362.0,True,50,0.2,300
60,7,0.5690629580058157,176.0,414.0,True,50,0.2,300
61,8,0.6372228330001235,176.0,465.0,True,50,0.2,300
62,9,0.7160411669174209,176.0,516.0,True,50,0.2,300
63,10,0.7900265000062063,178.0,568.0,True,50,0.2,300
64,11,0.8645585420308635,178.0,619.0,True,50,0.2,300
65,12,0.9455611249431968,178.0,670.0,True,50,0.2,300
66,13,1.0268304999917746,178.0,721.0,True,50,0.2,300
67,14,1.1057454579276964,178.0,772.0,True,50,0.2,300
68,15,1.1888648750027642,178.0,823.0,True,50,0.2,300
69,16,1.266585666919127,178.0,874.0,True,50,0.2,300
70,17,1.3447315419325605,178.0,925.0,True,50,0.2,300
71,18,1.4184165420010686,178.0,976.0,True,50,0.2,300
72,19,1.4839621669379994,178.0,1027.0,True,50,0.2,300
73,20,1.5431967499898747,178.0,1078.0,True,50,0.2,300
74,21,1.6124542499892414,178.0,1129.0,True,50,0.2,300
75,22,1.6970402079168707,178.0,1180.0,True,50,0.2,300
76,23,1.7681257500080392,178.0,1231.0,True,50,0.2,300
77,24,1.8327182079665363,178.0,1282.0,True,50,0.2,300
78,25,1.91109291696921,178.0,1333.0,True,50,0.2,300
79,26,1.981305917026475,178.0,1384.0,True,50,0.2,300
80,27,2.057095624972135,178.0,1435.0,True,50,0.2,300
81,28,2.1185602919431403,178.0,1486.0,True,50,0.2,300
82,29,2.1936007499461994,178.0,1537.0,True,50,0.2,300
83,30,2.2690060830209404,178.0,1588.0,True,50,0.2,300
84,31,2.3411090000299737,178.0,1639.0,True,50,0.2,300
85,32,2.4018829580163583,178.0,1690.0,True,50,0.2,300
86,33,2.4695466249249876,178.0,1741.0,True,50,0.2,300
