,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
0,0,0.00010416703298687935,11.0,0.0,0,300,0
1,1,0.017499958048574626,11.0,1.0,0,300,0
2,2,0.017533125006593764,11.0,2.0,0,300,0
3,3,0.017559583066031337,11.0,3.0,0,300,0
4,4,0.017583125038072467,11.0,4.0,0,300,0
5,5,0.017606375040486455,11.0,5.0,0,300,0
6,6,0.017642916995100677,13.0,7.0,0,300,0
7,7,0.017665917053818703,13.0,8.0,0,300,0
8,8,0.017688625026494265,13.0,9.0,0,300,0
9,9,0.017726249992847443,15.0,11.0,0,300,0
10,10,0.017753457999788225,15.0,12.0,0,300,0
11,11,0.017788875033147633,17.0,14.0,0,300,0
12,12,0.017816083040088415,17.0,15.0,0,300,0
13,13,0.017845791997388005,17.0,16.0,0,300,0
14,14,0.017874375102110207,17.0,17.0,0,300,0
15,15,0.017899292055517435,17.0,18.0,0,300,0
16,16,0.01792362506967038,17.0,19.0,0,300,0
17,17,0.01794995809905231,17.0,20.0,0,300,0
18,18,0.017978042014874518,17.0,21.0,0,300,0
19,19,0.01800391706638038,17.0,22.0,0,300,0
20,20,0.018029917031526566,17.0,23.0,0,300,0
21,21,0.018068708013743162,19.0,25.0,0,300,0
22,22,0.01809708308428526,19.0,26.0,0,300,0
23,23,0.018136042053811252,21.0,28.0,0,300,0
24,24,0.018162583000957966,21.0,29.0,0,300,0
25,25,0.018191083101555705,21.0,30.0,0,300,0
26,26,0.0182345830835402,21.0,31.0,0,300,0
27,27,0.018262833007611334,21.0,32.0,0,300,0
28,28,0.018290792009793222,21.0,33.0,0,300,0
29,29,0.018318625050596893,21.0,34.0,0,300,0
30,30,0.018346875091083348,21.0,35.0,0,300,0
31,31,0.018375375075265765,21.0,36.0,0,300,0
32,32,0.018404208007268608,21.0,37.0,0,300,0
33,33,0.018434875062666833,21.0,38.0,0,300,0
34,34,0.01846475002821535,21.0,39.0,0,300,0
35,35,0.018493792042136192,21.0,40.0,0,300,0
36,36,0.018523208098486066,21.0,41.0,0,300,0
37,37,0.018552833003923297,21.0,42.0,0,300,0
38,38,0.018595125060528517,23.0,44.0,0,300,0
39,39,0.018626625067554414,23.0,45.0,0,300,0
40,40,0.018669000011868775,25.0,47.0,0,300,0
41,41,0.018700000015087426,25.0,48.0,0,300,0
42,42,0.01873066707048565,25.0,49.0,0,300,0
43,43,0.018761625047773123,25.0,50.0,0,300,0
44,44,0.0187929579988122,25.0,51.0,0,300,0
45,45,0.018825875013135374,25.0,52.0,0,300,0
46,46,0.018859750009141862,25.0,53.0,0,300,0
47,47,0.018892958061769605,25.0,54.0,0,300,0
48,48,0.018925625015981495,25.0,55.0,0,300,0
49,49,0.018959000008180737,25.0,56.0,0,300,0
50,50,0.018992042052559555,25.0,57.0,0,300,0
51,51,0.019024833105504513,25.0,58.0,0,300,0
52,52,0.019059000071138144,25.0,59.0,0,300,0
53,53,0.019094667048193514,25.0,60.0,0,300,0
54,54,0.01912895799614489,25.0,61.0,0,300,0
55,55,0.019164458033628762,25.0,62.0,0,300,0
56,56,0.019199041998945177,25.0,63.0,0,300,0
57,57,0.019236625055782497,25.0,64.0,0,300,0
58,58,0.019272000063210726,25.0,65.0,0,300,0
59,59,0.01930654200259596,25.0,66.0,0,300,0
60,60,0.019341417006216943,25.0,67.0,0,300,0
61,61,0.019378249999135733,25.0,68.0,0,300,0
62,62,0.019414458074606955,25.0,69.0,0,300,0
63,63,0.019450250081717968,25.0,70.0,0,300,0
64,64,0.01948662509676069,25.0,71.0,0,300,0
65,65,0.01952450000680983,25.0,72.0,0,300,0
66,66,0.019561083056032658,25.0,73.0,0,300,0
67,67,0.019598000100813806,25.0,74.0,0,300,0
68,68,0.019634917029179633,25.0,75.0,0,300,0
69,69,0.019671875052154064,25.0,76.0,0,300,0
70,70,0.019709167070686817,25.0,77.0,0,300,0
71,71,0.01974612509366125,25.0,78.0,0,300,0
72,72,0.019783708034083247,25.0,79.0,0,300,0
73,73,0.019821125082671642,25.0,80.0,0,300,0
74,74,0.019859042018651962,25.0,81.0,0,300,0
75,75,0.019897500053048134,25.0,82.0,0,300,0
76,76,0.0199359169928357,25.0,83.0,0,300,0
77,77,0.01998020801693201,25.0,84.0,0,300,0
78,78,0.020020500058308244,25.0,85.0,0,300,0
79,79,0.020059917005710304,25.0,86.0,0,300,0
80,80,0.020100292051211,25.0,87.0,0,300,0
81,81,0.02014016709290445,25.0,88.0,0,300,0
82,82,0.020180167048238218,25.0,89.0,0,300,0
83,83,0.020220375037752092,25.0,90.0,0,300,0
84,84,0.020261333091184497,25.0,91.0,0,300,0
85,85,0.020302082994021475,25.0,92.0,0,300,0
86,86,0.020343458047136664,25.0,93.0,0,300,0
87,87,0.020385083043947816,25.0,94.0,0,300,0
88,88,0.020426500006578863,25.0,95.0,0,300,0
89,89,0.020468250033445656,25.0,96.0,0,300,0
90,90,0.020510250004008412,25.0,97.0,0,300,0
